Wall time,Step,Value
1726882838.6407933,1,2.9434285163879395
1726882869.3308089,2,2.5583364963531494
1726882900.4019496,3,2.4798619747161865
1726882929.8299384,4,2.4561870098114014
1726882959.3176153,5,2.4078528881073
1726882987.6501222,6,2.3077821731567383
1726883016.821902,7,2.252805709838867
1726883045.8326454,8,2.2141225337982178
1726883074.7380066,9,2.1809639930725098
1726883103.1761482,10,2.160273313522339
1726883131.674183,11,2.1514952182769775
1726883160.1673353,12,2.1353983879089355
1726883188.6849916,13,2.139439821243286
1726883217.1524742,14,2.116318941116333
1726883246.710879,15,2.1130425930023193
1726883275.6544309,16,2.1019797325134277
1726883304.3891885,17,2.0895509719848633
1726883334.7319486,18,2.0811994075775146
1726883363.0798802,19,2.063429117202759
1726883391.59133,20,2.0497965812683105
1726883420.405601,21,2.0369577407836914
1726883449.252477,22,2.0318174362182617
1726883477.3899028,23,2.0140397548675537
1726883505.99384,24,2.0144851207733154
1726883534.5499701,25,1.9887083768844604
1726883562.7167206,26,1.9858118295669556
1726883591.2881088,27,1.9865654706954956
1726883619.2396262,28,1.9774951934814453
1726883647.7251668,29,1.955409049987793
1726883676.1413581,30,1.9597034454345703
1726883704.4724667,31,1.9329419136047363
1726883732.611382,32,1.9282089471817017
1726883761.6269634,33,1.9191726446151733
1726883790.5913756,34,1.9043970108032227
1726883819.0467403,35,1.899747371673584
1726883847.285751,36,1.886125922203064
1726883875.6846826,37,1.8812192678451538
1726883903.4365823,38,1.8595292568206787
1726883932.0852957,39,1.854423999786377
1726883961.546489,40,1.8530429601669312
1726883989.8552392,41,1.8414984941482544
1726884017.954513,42,1.8315259218215942
1726884045.5813367,43,1.8261314630508423
1726884073.738547,44,1.8114383220672607
1726884101.95178,45,1.8136954307556152
1726884130.8114798,46,1.7933857440948486
1726884158.5895948,47,1.8023651838302612
1726884186.6870606,48,1.776472806930542
1726884215.7706568,49,1.7864278554916382
1726884244.3020575,50,1.7812120914459229
1726884272.9502826,51,1.7685673236846924
1726884302.4958978,52,1.756903886795044
1726884330.228801,53,1.7364786863327026
1726884358.3049066,54,1.7438607215881348
1726884386.398924,55,1.7414650917053223
1726884414.5449584,56,1.7188795804977417
1726884443.1850255,57,1.7267817258834839
1726884471.8684716,58,1.725290298461914
1726884500.4064054,59,1.707414984703064
1726884528.5440688,60,1.718124270439148
1726884557.1621053,61,1.7080280780792236
1726884585.6216338,62,1.7088435888290405
1726884612.9119651,63,1.7029541730880737
1726884640.7563393,64,1.7064059972763062
1726884668.0276911,65,1.697721004486084
1726884696.363211,66,1.6768519878387451
1726884723.5924346,67,1.6904587745666504
1726884751.2205524,68,1.6735836267471313
1726884778.3995006,69,1.6689494848251343
1726884805.6601336,70,1.6703994274139404
1726884832.404423,71,1.6599836349487305
1726884859.3840024,72,1.668468952178955
1726884886.1670265,73,1.6611372232437134
1726884914.0255458,74,1.6472766399383545
1726884941.6928563,75,1.6358450651168823
1726884969.9590952,76,1.6392732858657837
1726884998.0919237,77,1.6488970518112183
1726885024.1863842,78,1.6398355960845947
1726885050.8357592,79,1.6288098096847534
1726885077.47738,80,1.6372288465499878
1726885103.9963367,81,1.6272122859954834
1726885130.9362826,82,1.6308162212371826
1726885157.6161005,83,1.625474214553833
1726885184.602397,84,1.6263926029205322
1726885210.8400288,85,1.6186994314193726
1726885237.1078498,86,1.6281951665878296
1726885263.7724156,87,1.6111949682235718
1726885289.7138875,88,1.5998690128326416
1726885315.5999491,89,1.6135642528533936
1726885341.4165564,90,1.610819935798645
1726885368.368335,91,1.6076587438583374
1726885395.604902,92,1.6022210121154785
1726885422.0374858,93,1.6034730672836304
1726885448.0294976,94,1.6065218448638916
1726885473.6224174,95,1.5988078117370605
1726885499.4960382,96,1.5950593948364258
1726885525.7572289,97,1.5919139385223389
1726885551.1460955,98,1.5895966291427612
1726885577.5745122,99,1.58157479763031
1726885603.0478761,100,1.5709800720214844
1726885628.7092607,101,1.5692821741104126
1726885655.1342351,102,1.5748244524002075
1726885680.8008988,103,1.572353482246399
1726885707.0464616,104,1.5869873762130737
1726885732.46856,105,1.5826760530471802
1726885757.344677,106,1.5795985460281372
1726885782.993338,107,1.5762289762496948
1726885808.7997918,108,1.5803303718566895
1726885834.3570466,109,1.5693252086639404
1726885860.2035863,110,1.5639287233352661
1726885886.6388736,111,1.5665833950042725
1726885913.0518386,112,1.5608677864074707
1726885939.0764244,113,1.5422838926315308
1726885964.1455393,114,1.5575205087661743
1726885989.8321636,115,1.5473442077636719
1726886015.508781,116,1.5554070472717285
1726886040.4749818,117,1.5406882762908936
1726886065.9201803,118,1.5469839572906494
1726886091.9736722,119,1.5452442169189453
1726886117.277302,120,1.5387448072433472
1726886143.5398896,121,1.5419306755065918
1726886169.1311524,122,1.536948800086975
1726886194.3545506,123,1.5392309427261353
1726886220.222124,124,1.5476430654525757
1726886245.5153277,125,1.5361706018447876
1726886270.8328898,126,1.537674069404602
1726886296.064216,127,1.5380994081497192
1726886323.017012,128,1.543336033821106
1726886349.4887414,129,1.5415841341018677
1726886375.4217331,130,1.5312355756759644
1726886399.819071,131,1.527622938156128
1726886425.9055831,132,1.5438377857208252
1726886457.247524,133,1.5367220640182495
1726886484.4784665,134,1.5394519567489624
1726886511.1219106,135,1.5212385654449463
1726886538.4943476,136,1.520425796508789
1726886565.8231418,137,1.5323331356048584
1726886592.810152,138,1.5161443948745728
1726886619.2903752,139,1.5226646661758423
1726886646.1815786,140,1.5205249786376953
1726886673.1521213,141,1.5219379663467407
1726886699.863926,142,1.5076227188110352
1726886726.0681763,143,1.5158298015594482
1726886753.3852432,144,1.5152615308761597
1726886780.1622837,145,1.5160129070281982
1726886807.0090437,146,1.5062845945358276
1726886834.102707,147,1.5256330966949463
1726886861.620908,148,1.516505241394043
1726886888.2768517,149,1.5126845836639404
1726886914.510069,150,1.506413459777832
1726886942.2353334,151,1.504485011100769
1726886968.7009287,152,1.5075465440750122
1726886995.7653575,153,1.5171235799789429
1726887022.7431033,154,1.513439655303955
1726887049.6895046,155,1.5165382623672485
1726887076.0493312,156,1.5090047121047974
1726887102.6181014,157,1.5051809549331665
1726887129.7448578,158,1.499547004699707
1726887155.653018,159,1.4912183284759521
1726887182.7550254,160,1.505468726158142
1726887209.5276277,161,1.4998502731323242
1726887237.036534,162,1.4912443161010742
1726887262.5215852,163,1.4871164560317993
1726887289.7803895,164,1.5142426490783691
1726887317.2949252,165,1.4980825185775757
1726887343.3991532,166,1.5032424926757812
1726887370.4280627,167,1.494825005531311
1726887397.1137128,168,1.4905226230621338
1726887423.3526676,169,1.495507836341858
1726887449.722339,170,1.5016313791275024
1726887475.7353957,171,1.487142562866211
1726887502.2783465,172,1.4875612258911133
1726887528.335808,173,1.487757682800293
1726887554.8381128,174,1.483132004737854
1726887580.8856573,175,1.483627200126648
1726887607.7345915,176,1.4874109029769897
1726887634.2133932,177,1.4895926713943481
1726887660.6886363,178,1.4920839071273804
1726887687.4595635,179,1.48649263381958
1726887713.805998,180,1.489591121673584
1726887740.605026,181,1.4972585439682007
1726887767.646422,182,1.4895943403244019
1726887793.4742172,183,1.4853425025939941
1726887820.6996837,184,1.4780689477920532
1726887847.627764,185,1.490724802017212
1726887873.8665085,186,1.3858624696731567
1726887897.5506,187,1.3679136037826538
1726887921.3768415,188,1.361458659172058
1726887946.0316596,189,1.3432378768920898
1726887971.113252,190,1.3466635942459106
1726887994.4939675,191,1.332046389579773
1726888017.847651,192,1.345009446144104
1726888040.8600292,193,1.3501015901565552
1726888063.8771307,194,1.3442304134368896
1726888087.2021449,195,1.3375599384307861
1726888110.0151815,196,1.3413746356964111
1726888134.003902,197,1.3370753526687622
1726888156.9005044,198,1.3273519277572632
1726888179.6424327,199,1.3213051557540894
1726888202.3071742,200,1.331243872642517
