                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,      train/loss_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,      train/loss_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
123,0.75258,0.49685,1.21,7.707775,0.81135,0.48569,1.2417,8.19052,0.91251,0.9435,0.97575,0.76817,0.82141,0.44718,1.3344,0.83297,0.41542,1.3247,0.0040105,0.0040105,0.0040105
124,0.75456,0.49423,1.2159,7.730165,0.81469,0.47892,1.2501,8.224785,0.94462,0.91748,0.98053,0.76875,0.81269,0.44369,1.3393,0.83318,0.38039,1.3594,0.003961,0.003961,0.003961
125,0.73695,0.48122,1.2032,7.572535,0.79132,0.46977,1.2314,8.016885,0.94334,0.91932,0.9789,0.77049,0.81285,0.4405,1.3394,0.81883,0.36701,1.3332,0.0039115,0.0039115,0.0039115
126,0.74595,0.48843,1.2061,7.64799,0.79953,0.46933,1.2351,8.08379,0.91808,0.9291,0.97665,0.76567,0.81492,0.43118,1.3444,0.82689,0.39009,1.3387,0.003862,0.003862,0.003862
127,0.74402,0.48535,1.2103,7.638275,0.8043,0.45951,1.243,8.126505,0.92582,0.94598,0.97682,0.7688,0.80759,0.44327,1.3367,0.81623,0.39596,1.3514,0.0038125,0.0038125,0.0038125
128,0.73891,0.48516,1.2025,7.588155,0.79842,0.46189,1.2387,8.077145,0.94363,0.93888,0.9776,0.77376,0.80508,0.42004,1.3312,0.81398,0.35935,1.3364,0.003763,0.003763,0.003763
129,0.73187,0.48153,1.197,7.52529,0.79473,0.46204,1.2372,8.047295,0.92483,0.93643,0.97891,0.77263,0.81312,0.43177,1.3372,0.81719,0.37564,1.3434,0.0037135,0.0037135,0.0037135
130,0.72746,0.48001,1.1937,7.486505,0.78374,0.46571,1.2297,7.955455,0.94909,0.92176,0.97998,0.76841,0.82537,0.4421,1.3404,0.8364,0.37679,1.3579,0.003664,0.003664,0.003664
131,0.73807,0.48287,1.201,7.57846,0.79249,0.46056,1.2311,8.020605,0.92477,0.93154,0.97759,0.76256,0.82872,0.453,1.3455,0.83763,0.40146,1.3635,0.0036145,0.0036145,0.0036145
132,0.72682,0.47297,1.1876,7.469035,0.77832,0.44513,1.2194,7.889065,0.93349,0.92652,0.97896,0.76399,0.81517,0.43719,1.3337,0.85,0.37305,1.3714,0.003565,0.003565,0.003565
133,0.73343,0.47437,1.2061,7.54706,0.79023,0.46582,1.2389,8.017985,0.93821,0.94866,0.98057,0.76558,0.80806,0.42338,1.3387,0.83715,0.36449,1.3615,0.0035155,0.0035155,0.0035155
134,0.72547,0.46554,1.1872,7.454595,0.78082,0.44119,1.2222,7.910045,0.9097,0.96088,0.97785,0.77116,0.80764,0.42877,1.3326,0.81402,0.37048,1.353,0.003466,0.003466,0.003466
135,0.72278,0.46658,1.1765,7.41889,0.77731,0.44478,1.2161,7.876365,0.93721,0.9123,0.97619,0.75899,0.81657,0.44894,1.3278,0.83849,0.38623,1.3559,0.0034165,0.0034165,0.0034165
136,0.73402,0.48091,1.1924,7.534205,0.79153,0.45787,1.2328,8.01461,0.94956,0.92062,0.97916,0.76859,0.82101,0.43606,1.3436,0.84126,0.36424,1.3574,0.003367,0.003367,0.003367
137,0.7199,0.46722,1.1828,7.40706,0.77737,0.4438,1.22,7.882175,0.92302,0.93643,0.97599,0.7668,0.81614,0.43761,1.3384,0.83602,0.3845,1.359,0.0033175,0.0033175,0.0033175
138,0.71388,0.45933,1.1787,7.351815,0.76583,0.43814,1.2079,7.774645,0.92972,0.93806,0.97744,0.76998,0.80989,0.42749,1.337,0.83191,0.3714,1.3453,0.003268,0.003268,0.003268
139,0.73693,0.47502,1.1932,7.554285,0.79739,0.45999,1.2276,8.05182,0.91042,0.94866,0.979,0.77407,0.81958,0.42859,1.3348,0.83788,0.35881,1.3384,0.0032185,0.0032185,0.0032185
140,0.7248,0.46801,1.1842,7.446305,0.7795,0.44507,1.2188,7.896985,0.92235,0.95839,0.98024,0.76601,0.82295,0.42305,1.3417,0.8416,0.37657,1.3574,0.003169,0.003169,0.003169
141,0.70876,0.45714,1.1706,7.30017,0.76371,0.43157,1.2076,7.75501,0.93704,0.9291,0.97999,0.76948,0.81273,0.44487,1.3223,0.84354,0.39937,1.3362,0.0031195,0.0031195,0.0031195
142,0.71059,0.45763,1.171,7.31474,0.76214,0.43492,1.202,7.73651,0.92544,0.9407,0.97884,0.76713,0.82296,0.42825,1.3291,0.83959,0.37489,1.3434,0.00307,0.00307,0.00307
143,0.7139,0.46108,1.1814,7.35689,0.76501,0.44013,1.2154,7.78074,0.943,0.93041,0.98016,0.77084,0.83184,0.42345,1.3571,0.84369,0.35237,1.3669,0.0030205,0.0030205,0.0030205
144,0.70768,0.4594,1.1741,7.29845,0.75954,0.43568,1.2085,7.72714,0.92618,0.94132,0.97935,0.77445,0.81077,0.42917,1.3359,0.82394,0.38061,1.3376,0.002971,0.002971,0.002971
145,0.70989,0.45609,1.1635,7.29747,0.76113,0.4423,1.194,7.720625,0.89988,0.9511,0.97802,0.77026,0.82941,0.43575,1.3414,0.83252,0.39271,1.3312,0.0029215,0.0029215,0.0029215
146,0.71609,0.45745,1.1801,7.36955,0.76366,0.43779,1.2142,7.767645,0.94797,0.92176,0.97865,0.76923,0.84443,0.4225,1.3693,0.84217,0.38164,1.3582,0.002872,0.002872,0.002872
147,0.70217,0.45295,1.1695,7.247,0.75478,0.43026,1.2067,7.68603,0.9274,0.93701,0.97904,0.77284,0.8358,0.42458,1.3704,0.83302,0.40154,1.3457,0.0028225,0.0028225,0.0028225
148,0.69674,0.44177,1.1633,7.191385,0.75195,0.41265,1.1982,7.64325,0.9267,0.9511,0.98195,0.76985,0.85363,0.44668,1.3831,0.86113,0.37861,1.3944,0.002773,0.002773,0.002773
149,0.70089,0.4545,1.1716,7.241325,0.75085,0.43149,1.208,7.65912,0.96165,0.91964,0.9799,0.77032,0.82831,0.42589,1.3458,0.83681,0.37613,1.3535,0.0027235,0.0027235,0.0027235
150,0.70853,0.45676,1.1641,7.288505,0.76023,0.42393,1.205,7.72119,0.93414,0.9511,0.98089,0.77498,0.81712,0.42194,1.3266,0.81997,0.37751,1.3333,0.002674,0.002674,0.002674
151,0.70506,0.45292,1.1721,7.27256,0.7559,0.42929,1.211,7.700395,0.92033,0.97066,0.98224,0.76987,0.81693,0.42691,1.3326,0.83577,0.38783,1.3539,0.0026245,0.0026245,0.0026245
152,0.69553,0.44334,1.16,7.178145,0.73976,0.42346,1.1925,7.54868,0.9083,0.96088,0.98082,0.77684,0.80757,0.4306,1.3341,0.82591,0.36276,1.3328,0.002575,0.002575,0.002575
153,0.69703,0.45103,1.159,7.19174,0.74773,0.43466,1.1984,7.622905,0.92996,0.93643,0.98076,0.76938,0.8278,0.43272,1.3491,0.84264,0.38669,1.3637,0.0025255,0.0025255,0.0025255
154,0.68756,0.43914,1.1543,7.10772,0.73721,0.41527,1.1937,7.52726,0.93686,0.94318,0.97978,0.77468,0.83204,0.43138,1.3454,0.8362,0.40964,1.3661,0.002476,0.002476,0.002476
155,0.68442,0.43495,1.1562,7.084925,0.73565,0.41049,1.1929,7.51197,0.94087,0.93366,0.9815,0.7752,0.82771,0.42495,1.3599,0.83296,0.37443,1.3731,0.0024265,0.0024265,0.0024265
156,0.69608,0.44318,1.1614,7.18429,0.74178,0.42356,1.1982,7.57243,0.90743,0.95873,0.9778,0.76381,0.86499,0.41738,1.3936,0.85034,0.39953,1.392,0.002377,0.002377,0.002377
157,0.6846,0.43372,1.1504,7.07696,0.73692,0.4034,1.1895,7.51285,0.93373,0.94377,0.98244,0.77896,0.85197,0.41747,1.3762,0.83526,0.38469,1.3805,0.0023275,0.0023275,0.0023275
158,0.68273,0.43323,1.1601,7.07724,0.73075,0.39974,1.1938,7.471195,0.92768,0.93399,0.9796,0.77615,0.80968,0.4269,1.3285,0.81492,0.37827,1.3379,0.002278,0.002278,0.002278
159,0.67687,0.42997,1.1413,7.00346,0.72544,0.40644,1.1768,7.40922,0.93475,0.94569,0.98051,0.78192,0.81985,0.42954,1.3353,0.81889,0.38536,1.3392,0.0022285,0.0022285,0.0022285
160,0.68051,0.43152,1.151,7.046085,0.7295,0.40926,1.1864,7.45548,0.92201,0.95386,0.98075,0.77602,0.80092,0.41944,1.3305,0.80933,0.37598,1.3388,0.002179,0.002179,0.002179
161,0.68151,0.4377,1.1461,7.049325,0.73366,0.41844,1.1817,7.48422,0.95294,0.93154,0.98105,0.77555,0.83614,0.42258,1.3469,0.83318,0.38674,1.3598,0.0021295,0.0021295,0.0021295
162,0.67736,0.4295,1.1434,7.01005,0.72369,0.41943,1.1783,7.40484,0.9477,0.9304,0.98081,0.77329,0.82481,0.42815,1.3452,0.81826,0.3897,1.3565,0.00208,0.00208,0.00208
163,0.67721,0.42828,1.1461,7.012365,0.72561,0.41127,1.1801,7.41786,0.9335,0.92668,0.97951,0.77631,0.81284,0.43198,1.3402,0.81384,0.40286,1.3461,0.0020305,0.0020305,0.0020305
164,0.67902,0.42579,1.1473,7.026495,0.72392,0.40794,1.1793,7.40232,0.9146,0.94132,0.98001,0.77418,0.81297,0.42312,1.3392,0.82544,0.38165,1.3474,0.001981,0.001981,0.001981
165,0.66855,0.4278,1.1466,6.947925,0.71476,0.40455,1.176,7.326975,0.92779,0.94237,0.98147,0.77523,0.80334,0.41144,1.3257,0.81553,0.35899,1.336,0.0019315,0.0019315,0.0019315
166,0.66835,0.42424,1.1389,6.933095,0.71693,0.40193,1.1705,7.33369,0.94692,0.92176,0.97835,0.7804,0.80477,0.42704,1.3308,0.80968,0.3661,1.3354,0.001882,0.001882,0.001882
167,0.67599,0.42336,1.1403,6.992055,0.72794,0.40027,1.1756,7.423085,0.9214,0.94866,0.98074,0.77573,0.81938,0.4287,1.3374,0.83953,0.38436,1.36,0.0018325,0.0018325,0.0018325
168,0.66325,0.41621,1.1386,6.89038,0.71146,0.39437,1.1699,7.287985,0.94246,0.93399,0.98018,0.77511,0.81304,0.41987,1.3381,0.84323,0.36944,1.3689,0.001783,0.001783,0.001783
169,0.66407,0.42555,1.1359,6.89715,0.7165,0.40452,1.1692,7.32981,0.92211,0.95355,0.97795,0.77456,0.8139,0.42623,1.3402,0.82252,0.38943,1.3442,0.0017335,0.0017335,0.0017335
170,0.66869,0.42695,1.1397,6.9382,0.71309,0.41179,1.171,7.31057,0.93814,0.94132,0.9771,0.77324,0.80858,0.42767,1.3332,0.82353,0.35867,1.3397,0.001684,0.001684,0.001684
171,0.6617,0.4219,1.1412,6.8855,0.70968,0.39389,1.174,7.280545,0.94721,0.93643,0.98112,0.77384,0.81002,0.42417,1.3426,0.82083,0.36781,1.352,0.0016345,0.0016345,0.0016345
172,0.66188,0.41864,1.1324,6.87202,0.7132,0.40225,1.1672,7.300925,0.93919,0.94866,0.98059,0.77297,0.82049,0.42672,1.3405,0.82782,0.3962,1.3474,0.001585,0.001585,0.001585
173,0.65845,0.41642,1.1374,6.852685,0.70495,0.39759,1.1683,7.23837,0.94826,0.93399,0.98106,0.77313,0.80751,0.42062,1.3404,0.82403,0.36436,1.3571,0.0015355,0.0015355,0.0015355
174,0.65557,0.41379,1.1411,6.83532,0.70142,0.38413,1.1735,7.212965,0.91482,0.95844,0.98241,0.77143,0.8238,0.42335,1.3448,0.82561,0.36168,1.3488,0.001486,0.001486,0.001486
175,0.65608,0.41943,1.1338,6.831015,0.70743,0.39607,1.1664,7.25336,0.93105,0.93888,0.97933,0.76697,0.81239,0.43248,1.3376,0.82416,0.38045,1.3429,0.0014365,0.0014365,0.0014365
176,0.65261,0.41518,1.1318,6.799865,0.70496,0.38932,1.1663,7.23131,0.9192,0.96088,0.98047,0.7717,0.81141,0.43345,1.3359,0.83105,0.37143,1.3455,0.001387,0.001387,0.001387
177,0.6487,0.40977,1.1254,6.758235,0.69865,0.38608,1.1585,7.170665,0.93677,0.94185,0.97969,0.7697,0.82059,0.4273,1.3469,0.84808,0.37242,1.3658,0.0013375,0.0013375,0.0013375
178,0.64335,0.40801,1.1267,6.71918,0.69185,0.3857,1.16,7.121725,0.93861,0.93453,0.98092,0.77331,0.82652,0.42146,1.3525,0.83966,0.36,1.3684,0.001288,0.001288,0.001288
179,0.6517,0.4115,1.1255,6.78175,0.69911,0.38879,1.156,7.17172,0.93704,0.94619,0.98202,0.77364,0.8182,0.43771,1.3415,0.85294,0.36176,1.3623,0.0012385,0.0012385,0.0012385
180,0.64312,0.39926,1.1201,6.70318,0.68382,0.36914,1.1474,7.03432,0.92266,0.9625,0.98098,0.77467,0.80329,0.42412,1.3317,0.81466,0.37235,1.3366,0.001189,0.001189,0.001189
181,0.63246,0.39836,1.1206,6.62353,0.67546,0.37334,1.1532,6.98242,0.91538,0.95222,0.9796,0.7764,0.80296,0.42772,1.3246,0.82297,0.37254,1.3363,0.0011395,0.0011395,0.0011395
182,0.64019,0.40133,1.1179,6.67894,0.68865,0.37812,1.1527,7.082985,0.93607,0.9308,0.97982,0.77546,0.8046,0.42327,1.3331,0.82812,0.37413,1.349,0.00109,0.00109,0.00109
183,0.63049,0.39689,1.1103,6.59257,0.6728,0.36842,1.1396,6.93961,0.94788,0.93385,0.98049,0.7793,0.79963,0.42338,1.3339,0.81943,0.35408,1.3515,0.0010405,0.0010405,0.0010405
184,0.62797,0.39833,1.1048,6.56614,0.67383,0.37689,1.1362,6.94647,0.94351,0.93924,0.98035,0.77532,0.81289,0.4274,1.3476,0.83658,0.36091,1.3809,0.000991,0.000991,0.000991
185,0.63352,0.39349,1.1091,6.611795,0.6772,0.36813,1.1384,6.970665,0.92873,0.94132,0.97698,0.77249,0.81094,0.41804,1.3469,0.81923,0.38141,1.3507,0.0009415,0.0009415,0.0009415
186,0.64083,0.40239,1.1238,6.69312,0.68655,0.37314,1.1573,7.071645,0.94861,0.93154,0.97997,0.77206,0.81148,0.42924,1.3433,0.8285,0.37788,1.3604,0.000892,0.000892,0.000892
187,0.62079,0.39699,1.1092,6.51822,0.6626,0.37012,1.1425,6.86831,0.94334,0.93631,0.98035,0.7729,0.81148,0.41108,1.3503,0.81826,0.37692,1.3594,0.0008425,0.0008425,0.0008425
188,0.63244,0.39877,1.1115,6.609935,0.67841,0.37021,1.1431,6.98783,0.94195,0.9511,0.98152,0.77273,0.81543,0.41076,1.3551,0.82805,0.36537,1.3658,0.000793,0.000793,0.000793
189,0.62431,0.38722,1.1009,6.527285,0.66684,0.35328,1.1323,6.87639,0.95669,0.91932,0.98138,0.77496,0.81162,0.41509,1.3471,0.8228,0.37617,1.3538,0.0007435,0.0007435,0.0007435
190,0.61793,0.39562,1.1035,6.487535,0.66324,0.37175,1.1361,6.864325,0.94454,0.94132,0.98123,0.77582,0.81192,0.418,1.3454,0.82573,0.36552,1.3529,0.000694,0.000694,0.000694
191,0.61783,0.38693,1.1085,6.48994,0.66072,0.35858,1.1388,6.84289,0.9181,0.95933,0.98094,0.7757,0.81044,0.41967,1.3445,0.82086,0.36348,1.351,0.0006445,0.0006445,0.0006445
192,0.62094,0.39387,1.104,6.509985,0.66719,0.36015,1.1389,6.89235,0.933,0.95599,0.98247,0.7774,0.80545,0.42377,1.34,0.81649,0.36924,1.3486,0.000595,0.000595,0.000595
193,0.62802,0.39483,1.1081,6.569715,0.67039,0.36304,1.1395,6.918695,0.94403,0.94854,0.98118,0.77757,0.8043,0.42092,1.3355,0.81543,0.36308,1.3434,0.0005455,0.0005455,0.0005455
194,0.62635,0.39388,1.1066,6.554465,0.66712,0.36654,1.138,6.89367,0.93481,0.94661,0.98161,0.77773,0.80003,0.41979,1.3368,0.81442,0.36213,1.3458,0.000496,0.000496,0.000496
195,0.61387,0.38299,1.0979,6.44237,0.65848,0.35924,1.1281,6.81037,0.96179,0.91932,0.98175,0.77924,0.80505,0.42651,1.3393,0.82243,0.36517,1.3548,0.0004465,0.0004465,0.0004465
196,0.62014,0.38961,1.0997,6.495405,0.66298,0.36307,1.1302,6.849185,0.9594,0.92441,0.98092,0.77565,0.81081,0.43213,1.3438,0.82697,0.36731,1.3599,0.000397,0.000397,0.000397
197,0.61393,0.39112,1.1011,6.451685,0.6565,0.36656,1.134,6.80803,0.94108,0.94132,0.97945,0.77554,0.80678,0.43172,1.3419,0.82139,0.38952,1.3528,0.0003475,0.0003475,0.0003475
198,0.61616,0.38422,1.1025,6.46706,0.66132,0.35665,1.1326,6.837125,0.94318,0.93349,0.97992,0.77928,0.80676,0.43001,1.3391,0.81985,0.38348,1.3488,0.000298,0.000298,0.000298
199,0.60889,0.38436,1.0974,6.404955,0.64877,0.35573,1.1253,6.73159,0.95968,0.93116,0.98066,0.77999,0.80418,0.42518,1.338,0.82092,0.36728,1.3512,0.0002485,0.0002485,0.0002485
200,0.60346,0.38076,1.0902,6.35163,0.64369,0.35129,1.1177,6.67987,0.95029,0.93484,0.98097,0.7779,0.80389,0.4198,1.3392,0.8208,0.36129,1.3538,0.000199,0.000199,0.000199
