epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,1703.74,0.67134,0.42912,1.12291,6.933975,0.92199,0.98249,0.975,0.80081,0.78887,0.41663,1.26624,0.0014365,0.0014365,0.0014365
175,1713.36,0.66578,0.42711,1.11575,6.88053,0.93137,0.96225,0.97503,0.80035,0.7902,0.42534,1.26856,0.001387,0.001387,0.001387
176,1722.83,0.66445,0.42121,1.11512,6.86666,0.92175,0.97927,0.97659,0.80646,0.78796,0.41813,1.27451,0.0013375,0.0013375,0.0013375
177,1732.33,0.66667,0.42074,1.11427,6.8818,0.93608,0.96088,0.97668,0.80284,0.79394,0.4216,1.27684,0.001288,0.001288,0.001288
178,1741.96,0.67206,0.41519,1.11131,6.91501,0.92642,0.96577,0.97677,0.80446,0.79457,0.42588,1.27142,0.0012385,0.0012385,0.0012385
179,1751.49,0.67744,0.42645,1.11945,6.9732,0.921,0.96914,0.97931,0.80548,0.80083,0.42839,1.27198,0.001189,0.001189,0.001189
180,1760.96,0.65876,0.42105,1.10927,6.81513,0.93517,0.95233,0.97682,0.80014,0.79618,0.43233,1.267,0.0011395,0.0011395,0.0011395
181,1770.72,0.67231,0.42149,1.11686,6.92836,0.91645,0.97555,0.97451,0.80059,0.79715,0.43678,1.26946,0.00109,0.00109,0.00109
182,1780.3,0.66476,0.41639,1.10639,6.85348,0.9292,0.97066,0.97645,0.80017,0.79174,0.4362,1.27053,0.0010405,0.0010405,0.0010405
183,1789.85,0.65881,0.415,1.10966,6.813065,0.9325,0.96577,0.97867,0.80179,0.79876,0.43517,1.27381,0.000991,0.000991,0.000991
184,1799.23,0.66104,0.41572,1.11583,6.839405,0.93812,0.96088,0.97809,0.80386,0.7944,0.42995,1.26824,0.0009415,0.0009415,0.0009415
185,1808.76,0.66131,0.41413,1.11296,6.83633,0.93822,0.96539,0.97706,0.80624,0.79246,0.42331,1.26588,0.000892,0.000892,0.000892
186,1818.3,0.6554,0.41619,1.11005,6.78867,0.93782,0.96577,0.97667,0.80786,0.79315,0.4184,1.27517,0.0008425,0.0008425,0.0008425
187,1827.99,0.65645,0.41064,1.10898,6.792165,0.9305,0.96822,0.97645,0.80393,0.79532,0.4223,1.27751,0.000793,0.000793,0.000793
188,1837.5,0.65573,0.40834,1.10642,6.781775,0.92967,0.96577,0.97577,0.8034,0.79883,0.43204,1.2748,0.0007435,0.0007435,0.0007435
189,1847.05,0.64942,0.41201,1.10585,6.73543,0.93157,0.96533,0.97633,0.80493,0.80083,0.43053,1.28157,0.000694,0.000694,0.000694
190,1856.43,0.6521,0.4114,1.11018,6.76172,0.92734,0.9674,0.97554,0.8019,0.80116,0.43311,1.27936,0.0006445,0.0006445,0.0006445
191,1865.96,0.63764,0.40466,1.09223,6.622975,0.94018,0.96088,0.97599,0.80332,0.79907,0.42823,1.2756,0.000595,0.000595,0.000595
192,1875.48,0.64618,0.39942,1.10278,6.70023,0.93297,0.96333,0.97742,0.80498,0.79672,0.42686,1.27453,0.0005455,0.0005455,0.0005455
193,1885.09,0.63478,0.40006,1.09429,6.602315,0.93553,0.95599,0.97598,0.80117,0.79796,0.42875,1.27503,0.000496,0.000496,0.000496
194,1894.73,0.63396,0.40286,1.0917,6.59368,0.9293,0.96409,0.97639,0.80396,0.79732,0.42916,1.27567,0.0004465,0.0004465,0.0004465
195,1904.2,0.64094,0.39784,1.1005,6.65672,0.92983,0.96822,0.97722,0.80518,0.79793,0.43199,1.2694,0.000397,0.000397,0.000397
196,1913.69,0.64369,0.40433,1.104,6.68584,0.92732,0.97066,0.97679,0.80282,0.80149,0.43067,1.27276,0.0003475,0.0003475,0.0003475
197,1923.19,0.64285,0.40604,1.09924,6.673255,0.9279,0.96822,0.97511,0.80043,0.7971,0.42982,1.27058,0.000298,0.000298,0.000298
198,1932.54,0.63967,0.40058,1.09828,6.645235,0.93171,0.96737,0.9754,0.79979,0.79894,0.43038,1.27325,0.0002485,0.0002485,0.0002485
199,1942.12,0.63078,0.3948,1.09103,6.564795,0.92844,0.96822,0.97647,0.80002,0.79923,0.43004,1.27433,0.000199,0.000199,0.000199
200,1951.73,0.63234,0.40313,1.1001,6.594265,0.92817,0.96822,0.97612,0.80047,0.79841,0.42905,1.27522,0.0001495,0.0001495,0.0001495
