epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,4846.93,0.47522,0.29223,0.99881,0.93341,0.95963,0.9734,0.80052,0.77842,0.4325,1.33899,0.0009415,0.0009415,0.0009415
185,4873.09,0.47206,0.29057,0.9951,0.94113,0.9511,0.97318,0.79913,0.78145,0.43573,1.33978,0.000892,0.000892,0.000892
186,4899.29,0.46081,0.28456,0.98693,0.92121,0.96333,0.97551,0.80602,0.77966,0.43316,1.34099,0.0008425,0.0008425,0.0008425
187,4925.48,0.4648,0.28604,0.99021,0.94497,0.94377,0.97511,0.80175,0.78034,0.433,1.34649,0.000793,0.000793,0.000793
188,4951.86,0.46532,0.2878,0.99032,0.94691,0.95947,0.97904,0.80164,0.78051,0.4355,1.34929,0.0007435,0.0007435,0.0007435
189,4977.98,0.45996,0.28881,0.99029,0.93362,0.95844,0.97942,0.80177,0.78068,0.43807,1.34676,0.000694,0.000694,0.000694
190,5004.28,0.45712,0.2848,0.99224,0.92702,0.96281,0.97871,0.80641,0.77837,0.43399,1.34315,0.0006445,0.0006445,0.0006445
191,5030.38,0.44956,0.27707,0.97851,0.93322,0.95663,0.97832,0.80411,0.77947,0.43096,1.34383,0.000595,0.000595,0.000595
192,5056.62,0.45152,0.27672,0.98518,0.94444,0.94866,0.97831,0.80085,0.7834,0.43404,1.3464,0.0005455,0.0005455,0.0005455
193,5082.74,0.44516,0.27593,0.97895,0.94227,0.95776,0.97907,0.80295,0.78261,0.43577,1.34503,0.000496,0.000496,0.000496
194,5109.08,0.44791,0.27831,0.97921,0.9411,0.96088,0.97813,0.8007,0.78198,0.43296,1.34726,0.0004465,0.0004465,0.0004465
195,5135.33,0.44676,0.27278,0.98255,0.93726,0.95844,0.97778,0.80117,0.78171,0.43007,1.35118,0.000397,0.000397,0.000397
196,5161.67,0.44897,0.28152,0.9852,0.92536,0.97002,0.97881,0.80626,0.78022,0.43235,1.34972,0.0003475,0.0003475,0.0003475
197,5187.99,0.44752,0.27689,0.98118,0.95096,0.94866,0.97886,0.80425,0.78039,0.42713,1.35249,0.000298,0.000298,0.000298
198,5214.02,0.44962,0.27928,0.98451,0.93596,0.96489,0.97743,0.80543,0.7811,0.42611,1.35406,0.0002485,0.0002485,0.0002485
199,5240.1,0.43702,0.2725,0.97529,0.94724,0.95355,0.97708,0.80614,0.7804,0.42665,1.35173,0.000199,0.000199,0.000199
200,5266.28,0.44334,0.27663,0.98665,0.94669,0.95529,0.97644,0.80337,0.78075,0.42403,1.35364,0.0001495,0.0001495,0.0001495
