epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,9962.41,0.41815,0.2625,0.96571,0.93431,0.9737,0.98194,0.81336,0.75219,0.40155,1.3322,0.0009415,0.0009415,0.0009415
185,10016.7,0.41546,0.26074,0.96335,0.93642,0.97235,0.97802,0.80892,0.75031,0.40144,1.33324,0.000892,0.000892,0.000892
186,10072.6,0.40806,0.2581,0.95869,0.93832,0.97066,0.97686,0.80757,0.75219,0.39696,1.33727,0.0008425,0.0008425,0.0008425
187,10126.7,0.41074,0.25768,0.96026,0.93862,0.97207,0.97593,0.80854,0.75171,0.39825,1.33827,0.000793,0.000793,0.000793
188,10180.7,0.41087,0.25874,0.9613,0.9438,0.96333,0.97677,0.80881,0.75063,0.39748,1.33694,0.0007435,0.0007435,0.0007435
189,10234.8,0.40584,0.258,0.96142,0.95055,0.96088,0.97648,0.80783,0.75376,0.39369,1.34015,0.000694,0.000694,0.000694
190,10288.7,0.40138,0.25407,0.96115,0.94509,0.96793,0.97546,0.8087,0.74979,0.39526,1.33624,0.0006445,0.0006445,0.0006445
191,10342.8,0.39696,0.25294,0.95157,0.94734,0.96776,0.97711,0.8098,0.74685,0.39709,1.33206,0.000595,0.000595,0.000595
192,10396.7,0.39111,0.24578,0.95232,0.94356,0.96333,0.97552,0.80674,0.74778,0.39713,1.33235,0.0005455,0.0005455,0.0005455
193,10450.6,0.38406,0.24518,0.94314,0.93018,0.97714,0.97622,0.81189,0.7432,0.40128,1.32777,0.000496,0.000496,0.000496
194,10504.6,0.39203,0.24831,0.94909,0.9491,0.96333,0.976,0.80907,0.74435,0.39603,1.33244,0.0004465,0.0004465,0.0004465
195,10558.6,0.38879,0.2459,0.94986,0.93183,0.978,0.97703,0.81068,0.74273,0.39624,1.33029,0.000397,0.000397,0.000397
196,10612.8,0.39126,0.25091,0.95347,0.93002,0.97483,0.97662,0.80937,0.74107,0.40006,1.3293,0.0003475,0.0003475,0.0003475
197,10666.7,0.39034,0.24742,0.94952,0.93438,0.97476,0.97752,0.80964,0.74226,0.39814,1.33262,0.000298,0.000298,0.000298
198,10720.5,0.39018,0.24893,0.95045,0.93442,0.97548,0.97523,0.80656,0.74504,0.39478,1.33869,0.0002485,0.0002485,0.0002485
199,10774.5,0.37888,0.24268,0.9447,0.93307,0.97555,0.97556,0.80567,0.74511,0.39413,1.34028,0.000199,0.000199,0.000199
200,10828.5,0.38135,0.24501,0.95056,0.92825,0.98289,0.97677,0.80915,0.74603,0.39598,1.34077,0.0001495,0.0001495,0.0001495
