epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,6559.78,0.57748,0.35969,1.0666,0.94296,0.97011,0.98201,0.81887,0.76272,0.38452,1.30215,0.00406,0.00406,0.00406
122,6615.33,0.57001,0.35839,1.05679,0.94644,0.96088,0.98305,0.81471,0.76182,0.39717,1.30017,0.0040105,0.0040105,0.0040105
123,6669.12,0.57007,0.35613,1.0627,0.94833,0.96333,0.98453,0.80528,0.7812,0.40133,1.32586,0.003961,0.003961,0.003961
124,6722.98,0.56803,0.3557,1.05599,0.92692,0.978,0.97978,0.80737,0.76636,0.41096,1.31083,0.0039115,0.0039115,0.0039115
125,6776.93,0.55328,0.35404,1.05091,0.94265,0.96333,0.98438,0.81298,0.75895,0.40343,1.30938,0.003862,0.003862,0.003862
126,6830.9,0.55564,0.34234,1.04764,0.93999,0.9574,0.98224,0.80933,0.7604,0.4096,1.31716,0.0038125,0.0038125,0.0038125
127,6884.78,0.54968,0.34706,1.04592,0.92929,0.96401,0.9796,0.80809,0.7582,0.40185,1.30348,0.003763,0.003763,0.003763
128,6938.55,0.54772,0.34469,1.04082,0.94084,0.97206,0.97874,0.80658,0.75947,0.40397,1.29875,0.0037135,0.0037135,0.0037135
129,6992.67,0.54288,0.33898,1.03912,0.93136,0.96822,0.98061,0.80319,0.75597,0.39971,1.3183,0.003664,0.003664,0.003664
130,7046.53,0.54003,0.33915,1.04156,0.92392,0.97311,0.97863,0.804,0.76893,0.4133,1.31068,0.0036145,0.0036145,0.0036145
131,7100.29,0.52985,0.33318,1.03234,0.93109,0.97066,0.98241,0.80678,0.75743,0.40144,1.31089,0.003565,0.003565,0.003565
132,7154.18,0.5365,0.33541,1.0347,0.93433,0.9741,0.9818,0.80862,0.76455,0.40171,1.32444,0.0035155,0.0035155,0.0035155
133,7208.02,0.53443,0.33901,1.04139,0.92369,0.97665,0.97886,0.81175,0.75572,0.39563,1.30885,0.003466,0.003466,0.003466
134,7261.68,0.5282,0.33382,1.03496,0.92581,0.97628,0.98427,0.82245,0.74167,0.39017,1.29263,0.0034165,0.0034165,0.0034165
135,7317.19,0.53691,0.33415,1.03886,0.91669,0.98044,0.98353,0.81707,0.75294,0.38931,1.29914,0.003367,0.003367,0.003367
136,7370.94,0.52854,0.32876,1.0309,0.93165,0.98044,0.98175,0.82104,0.74843,0.38323,1.30439,0.0033175,0.0033175,0.0033175
137,7424.64,0.53149,0.33078,1.03486,0.9314,0.96266,0.97821,0.80884,0.74718,0.39095,1.30271,0.003268,0.003268,0.003268
138,7478.69,0.53459,0.33757,1.03834,0.92826,0.98067,0.98254,0.80879,0.7522,0.38318,1.30709,0.0032185,0.0032185,0.0032185
139,7532.58,0.52107,0.32984,1.02763,0.93704,0.97066,0.9837,0.81385,0.74931,0.38442,1.31314,0.003169,0.003169,0.003169
140,7586.26,0.51457,0.32234,1.02519,0.93856,0.97066,0.98289,0.81557,0.74795,0.40216,1.29832,0.0031195,0.0031195,0.0031195
