epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,2344.27,0.58437,0.36071,1.05383,0.92681,0.97066,0.98023,0.81256,0.77589,0.40756,1.26932,0.001783,0.001783,0.001783
168,2358.02,0.58773,0.37349,1.05501,0.93586,0.96822,0.98355,0.81453,0.78374,0.40537,1.2848,0.0017335,0.0017335,0.0017335
169,2371.81,0.59018,0.36779,1.05342,0.94915,0.95841,0.98104,0.81123,0.78593,0.3989,1.28206,0.001684,0.001684,0.001684
170,2385.54,0.57349,0.36029,1.04625,0.94855,0.9466,0.98149,0.81023,0.78397,0.40535,1.2796,0.0016345,0.0016345,0.0016345
171,2399.31,0.57812,0.36035,1.05455,0.95807,0.94962,0.97956,0.81383,0.77788,0.39482,1.27827,0.001585,0.001585,0.001585
172,2413.06,0.57843,0.36092,1.05449,0.95674,0.94866,0.98149,0.80897,0.78163,0.40413,1.27763,0.0015355,0.0015355,0.0015355
173,2426.93,0.56865,0.35529,1.04521,0.93522,0.97066,0.98193,0.81084,0.77783,0.39498,1.27064,0.001486,0.001486,0.001486
174,2440.7,0.56942,0.35135,1.04528,0.93815,0.95844,0.98149,0.81006,0.7833,0.39397,1.28114,0.0014365,0.0014365,0.0014365
175,2454.44,0.5652,0.35282,1.04183,0.93152,0.96451,0.98097,0.80962,0.7843,0.40016,1.28477,0.001387,0.001387,0.001387
176,2468.11,0.56092,0.34652,1.03867,0.94868,0.94908,0.9813,0.80897,0.78209,0.4016,1.28617,0.0013375,0.0013375,0.0013375
177,2481.94,0.55706,0.34696,1.03504,0.94472,0.96103,0.98242,0.81427,0.77837,0.40167,1.27226,0.001288,0.001288,0.001288
178,2495.77,0.55756,0.34264,1.02969,0.93207,0.97311,0.98052,0.80886,0.78076,0.40333,1.27739,0.0012385,0.0012385,0.0012385
179,2509.49,0.56756,0.34998,1.03822,0.93606,0.96637,0.98219,0.80922,0.78499,0.40206,1.27853,0.001189,0.001189,0.001189
180,2523.3,0.54965,0.34518,1.02685,0.92602,0.97938,0.98211,0.8086,0.78077,0.39723,1.27787,0.0011395,0.0011395,0.0011395
181,2537.01,0.56497,0.34982,1.03731,0.93276,0.97555,0.98213,0.81193,0.7807,0.39991,1.27769,0.00109,0.00109,0.00109
182,2550.85,0.55391,0.34258,1.02619,0.9372,0.96088,0.98187,0.81394,0.77775,0.39557,1.28091,0.0010405,0.0010405,0.0010405
183,2564.45,0.55,0.33731,1.03003,0.93887,0.95844,0.98234,0.81438,0.77154,0.40268,1.27051,0.000991,0.000991,0.000991
