epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,2578.22,0.55299,0.33964,1.03448,0.94187,0.95355,0.98151,0.81428,0.77528,0.39409,1.27531,0.0009415,0.0009415,0.0009415
185,2591.94,0.55407,0.33735,1.03452,0.9404,0.95844,0.98035,0.80985,0.77364,0.39123,1.26974,0.000892,0.000892,0.000892
186,2605.82,0.5451,0.33299,1.02928,0.94297,0.95844,0.97974,0.81095,0.77665,0.38975,1.27459,0.0008425,0.0008425,0.0008425
187,2619.69,0.55251,0.33877,1.03324,0.93584,0.96288,0.98169,0.81216,0.77629,0.39591,1.27474,0.000793,0.000793,0.000793
188,2633.72,0.54814,0.33665,1.0303,0.9233,0.98289,0.98316,0.81441,0.78119,0.39505,1.28246,0.0007435,0.0007435,0.0007435
189,2647.6,0.54132,0.33616,1.0301,0.93236,0.98533,0.98283,0.81661,0.77853,0.38749,1.28647,0.000694,0.000694,0.000694
190,2661.3,0.54432,0.33895,1.03409,0.94496,0.96577,0.98118,0.81243,0.77719,0.39447,1.2823,0.0006445,0.0006445,0.0006445
191,2675.02,0.53873,0.32893,1.02238,0.93228,0.978,0.98044,0.8095,0.78204,0.39505,1.28942,0.000595,0.000595,0.000595
192,2688.73,0.53221,0.32433,1.02558,0.94487,0.96384,0.98038,0.80887,0.77887,0.39815,1.28621,0.0005455,0.0005455,0.0005455
193,2702.51,0.52881,0.32354,1.02185,0.94927,0.96079,0.98057,0.81057,0.77415,0.39509,1.27857,0.000496,0.000496,0.000496
194,2716.22,0.53002,0.3259,1.01705,0.93421,0.97213,0.98064,0.81228,0.77765,0.39498,1.28354,0.0004465,0.0004465,0.0004465
195,2730.14,0.53113,0.3242,1.02259,0.94132,0.96088,0.98062,0.81332,0.77333,0.39452,1.2784,0.000397,0.000397,0.000397
196,2744,0.5322,0.33152,1.02579,0.9421,0.95476,0.98177,0.81517,0.77324,0.393,1.2772,0.0003475,0.0003475,0.0003475
197,2757.8,0.53028,0.32603,1.0205,0.94858,0.9511,0.98174,0.81382,0.7707,0.39372,1.27347,0.000298,0.000298,0.000298
198,2771.56,0.53082,0.32642,1.021,0.94696,0.95355,0.98194,0.81562,0.77491,0.39569,1.28093,0.0002485,0.0002485,0.0002485
199,2785.34,0.52196,0.31905,1.01499,0.94673,0.95604,0.98235,0.81673,0.77555,0.39597,1.28188,0.000199,0.000199,0.000199
200,2799.22,0.52783,0.32697,1.02434,0.95141,0.95757,0.98217,0.81623,0.77661,0.39419,1.28214,0.0001495,0.0001495,0.0001495
