Wall time,Step,Value
1726895727.9950655,1,1.4016036987304688
1726895790.6889977,2,1.374833583831787
1726895848.286174,3,1.3494889736175537
1726895908.7992206,4,1.3221380710601807
1726895964.9978328,5,1.2819784879684448
1726896021.1322424,6,1.2483395338058472
1726896077.0978675,7,1.2143646478652954
1726896136.1702552,8,1.1775203943252563
1726896191.94021,9,1.1461889743804932
1726896248.0228837,10,1.119699478149414
1726896306.8277037,11,1.094728946685791
1726896365.8984244,12,1.0699443817138672
1726896421.8262076,13,1.0337132215499878
1726896477.6178277,14,1.0023373365402222
1726896536.6585286,15,0.9654245972633362
1726896595.5527053,16,0.9372465014457703
1726896655.1333835,17,0.9075368642807007
1726896710.4536266,18,0.8789892196655273
1726896765.733722,19,0.8588423728942871
1726896824.685568,20,0.8330510258674622
1726896883.0178604,21,0.8171477913856506
1726896944.8293831,22,0.7932535409927368
1726897003.5147686,23,0.7827038764953613
1726897062.7348177,24,0.7587181329727173
1726897122.39618,25,0.7474682331085205
1726897177.980169,26,0.7432788014411926
1726897237.03874,27,0.7195354104042053
1726897292.7048824,28,0.7180621027946472
1726897352.5591414,29,0.710673987865448
1726897411.2269921,30,0.6939574480056763
1726897466.4210844,31,0.6891176700592041
1726897524.5208378,32,0.6775109767913818
1726897583.097243,33,0.6774865984916687
1726897638.2399101,34,0.669935941696167
1726897696.4713147,35,0.6528949737548828
1726897755.44011,36,0.6543059349060059
1726897810.404888,37,0.6443082094192505
1726897864.933804,38,0.6431106328964233
1726897927.9018905,39,0.6271160244941711
1726897985.660448,40,0.6308727860450745
1726898043.5037158,41,0.6288697123527527
1726898098.2109888,42,0.6198509931564331
1726898156.5773425,43,0.6121196746826172
1726898215.061421,44,0.6110794544219971
1726898269.4974236,45,0.6029066443443298
1726898324.7004347,46,0.6019542217254639
1726898382.5385165,47,0.6000328063964844
1726898439.497789,48,0.5947971940040588
1726898495.081677,49,0.5929101705551147
1726898551.3568633,50,0.589509129524231
1726898609.9124587,51,0.5850162506103516
1726898667.7708106,52,0.5789096355438232
1726898723.1686656,53,0.5743124485015869
1726898777.5396585,54,0.5742865204811096
1726898831.184268,55,0.5775926113128662
1726898884.0985818,56,0.5647889375686646
1726898941.814966,57,0.5685878396034241
1726898995.4588332,58,0.56207275390625
1726899051.9432502,59,0.560709536075592
1726899105.0328102,60,0.5619475841522217
1726899157.5788987,61,0.5546458959579468
1726899214.2637436,62,0.5570482015609741
1726899271.088186,63,0.5494585037231445
1726899327.3783152,64,0.550724446773529
1726899382.1704843,65,0.5490536689758301
1726899436.1676075,66,0.5518597364425659
1726899492.1295323,67,0.5486743450164795
1726899545.307714,68,0.5399267077445984
1726899597.618793,69,0.5458642840385437
1726899650.0882847,70,0.5394495725631714
1726899706.4593318,71,0.5387578010559082
1726899759.4440129,72,0.5380496382713318
1726899815.3683033,73,0.5323101282119751
1726899870.4612982,74,0.5342898368835449
1726899922.372636,75,0.5327852368354797
1726899973.9918578,76,0.5300688743591309
1726900026.1006658,77,0.5227327942848206
1726900077.5624719,78,0.5252142548561096
1726900129.4539115,79,0.5212571024894714
1726900181.8770869,80,0.5197293162345886
1726900234.396974,81,0.5180442929267883
1726900286.298968,82,0.5182531476020813
1726900337.894827,83,0.5187928080558777
1726900390.1407053,84,0.5177463293075562
1726900441.8818853,85,0.5173957943916321
1726900497.6801136,86,0.5171678066253662
1726900553.0517786,87,0.5095295906066895
1726900605.6525986,88,0.5177261829376221
1726900661.1998599,89,0.5166961550712585
1726900712.793277,90,0.5159951448440552
1726900764.3798132,91,0.5103644728660583
1726900815.897371,92,0.512695848941803
1726900866.9818408,93,0.5144294500350952
1726900922.3437588,94,0.5065684914588928
1726900977.3456683,95,0.5020768642425537
1726901030.2647362,96,0.5059028267860413
1726901083.7154799,97,0.506557285785675
1726901138.3844638,98,0.5043201446533203
1726901189.3113337,99,0.5033940672874451
1726901240.7764506,100,0.5060780048370361
1726901292.1980748,101,0.5028820633888245
1726901347.2485132,102,0.5005563497543335
1726901398.485366,103,0.4963812232017517
1726901449.5756893,104,0.5040735006332397
1726901500.638251,105,0.4988579750061035
1726901552.3188708,106,0.4943665862083435
1726901603.359875,107,0.4916894733905792
1726901654.5588236,108,0.4979438781738281
1726901705.7849276,109,0.487529993057251
1726901756.5350003,110,0.49342209100723267
1726901807.4057162,111,0.49231603741645813
1726901861.8078823,112,0.4901410937309265
