                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,         train/loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
58,0.8052,0.56087,1.2938,8.260135,0.92078,0.95355,0.97286,0.75122,0.86431,0.51725,1.4331,0.0071785,0.0071785,0.0071785
59,0.81097,0.55852,1.3089,8.324885,0.9173,0.94923,0.97374,0.76035,0.84741,0.49735,1.4186,0.007129,0.007129,0.007129
60,0.80626,0.56018,1.3011,8.27869,0.90538,0.94132,0.97391,0.76802,0.84992,0.49983,1.4055,0.0070795,0.0070795,0.0070795
61,0.80551,0.5456,1.2917,8.251675,0.91427,0.96477,0.97806,0.76725,0.82947,0.4765,1.3952,0.00703,0.00703,0.00703
62,0.81148,0.55813,1.3021,8.318315,0.90804,0.96575,0.97452,0.76536,0.83554,0.51536,1.4071,0.0069805,0.0069805,0.0069805
63,0.79169,0.56039,1.2817,8.14042,0.89559,0.94371,0.96572,0.75609,0.84335,0.51999,1.4085,0.006931,0.006931,0.006931
64,0.80287,0.553,1.2879,8.229875,0.9284,0.95112,0.97906,0.76319,0.86921,0.49627,1.4221,0.0068815,0.0068815,0.0068815
65,0.8069,0.55168,1.2908,8.26379,0.91475,0.94449,0.97119,0.76264,0.84537,0.48216,1.3941,0.006832,0.006832,0.006832
66,0.78664,0.54166,1.2723,8.07908,0.92433,0.95844,0.97502,0.75969,0.83605,0.51491,1.3991,0.0067825,0.0067825,0.0067825
67,0.77936,0.52952,1.2695,8.01421,0.93075,0.93154,0.97907,0.76378,0.85666,0.47462,1.4088,0.006733,0.006733,0.006733
68,0.78225,0.53335,1.2772,8.04935,0.92803,0.92665,0.97305,0.75677,0.83596,0.4884,1.3908,0.0066835,0.0066835,0.0066835
69,0.777,0.533,1.2719,8.00185,0.92669,0.95816,0.97652,0.76904,0.83221,0.46975,1.4,0.006634,0.006634,0.006634
70,0.77717,0.54089,1.2757,8.01277,0.92585,0.94641,0.96909,0.75394,0.86193,0.48889,1.4306,0.0065845,0.0065845,0.0065845
71,0.7757,0.528,1.2646,7.97865,0.94955,0.92043,0.97599,0.76848,0.85855,0.46743,1.4308,0.006535,0.006535,0.006535
72,0.76475,0.51932,1.261,7.886785,0.91835,0.96255,0.9702,0.76246,0.83483,0.46767,1.4046,0.0064855,0.0064855,0.0064855
73,0.74699,0.50932,1.247,7.727585,0.91428,0.96493,0.9792,0.77307,0.83976,0.46865,1.4138,0.006436,0.006436,0.006436
74,0.75086,0.51015,1.2557,7.770075,0.92624,0.94377,0.9763,0.76317,0.83534,0.47501,1.4071,0.0063865,0.0063865,0.0063865
75,0.76476,0.51098,1.2581,7.87834,0.92965,0.94377,0.97597,0.76931,0.82396,0.46965,1.3923,0.006337,0.006337,0.006337
76,0.74442,0.50699,1.2488,7.709845,0.90981,0.96194,0.97879,0.77714,0.80998,0.46203,1.369,0.0062875,0.0062875,0.0062875
77,0.7494,0.49757,1.2398,7.728985,0.92646,0.9511,0.97824,0.76125,0.83535,0.4883,1.4029,0.006238,0.006238,0.006238
78,0.74454,0.50203,1.2402,7.695365,0.92739,0.9511,0.97695,0.77023,0.8368,0.44534,1.3902,0.0061885,0.0061885,0.0061885
79,0.74311,0.5046,1.2469,7.695975,0.91362,0.96088,0.97567,0.76664,0.83654,0.47408,1.4078,0.006139,0.006139,0.006139
80,0.75273,0.51455,1.2518,7.78045,0.92129,0.94437,0.97008,0.76869,0.8147,0.47935,1.3882,0.0060895,0.0060895,0.0060895
81,0.74275,0.49191,1.2364,7.67118,0.92033,0.96333,0.97873,0.77314,0.82651,0.4488,1.395,0.00604,0.00604,0.00604
82,0.74075,0.49017,1.2371,7.65636,0.93598,0.95599,0.98007,0.76763,0.83123,0.46086,1.3985,0.0059905,0.0059905,0.0059905
83,0.72268,0.48615,1.2227,7.497225,0.90937,0.97066,0.977,0.77448,0.81143,0.45893,1.384,0.005941,0.005941,0.005941
84,0.72313,0.48623,1.2165,7.49134,0.91821,0.96577,0.98179,0.77998,0.81212,0.45551,1.386,0.0058915,0.0058915,0.0058915
85,0.71437,0.47956,1.2142,7.418855,0.93254,0.94866,0.97941,0.77884,0.80534,0.44864,1.3758,0.005842,0.005842,0.005842
86,0.72395,0.48533,1.2288,7.51549,0.93499,0.9511,0.97925,0.77563,0.81779,0.44343,1.3708,0.0057925,0.0057925,0.0057925
87,0.71055,0.48086,1.2039,7.375405,0.92637,0.92279,0.97447,0.77181,0.81945,0.47032,1.3846,0.005743,0.005743,0.005743
88,0.71662,0.46756,1.212,7.42643,0.92087,0.95599,0.97176,0.76456,0.83502,0.46096,1.405,0.0056935,0.0056935,0.0056935
89,0.71643,0.47474,1.2093,7.424545,0.91676,0.95844,0.97816,0.78255,0.81308,0.44449,1.3907,0.005644,0.005644,0.005644
90,0.71263,0.46514,1.216,7.401295,0.93107,0.95775,0.97742,0.7714,0.82221,0.46258,1.4079,0.0055945,0.0055945,0.0055945
91,0.71025,0.4788,1.2154,7.389375,0.91644,0.96535,0.97803,0.7779,0.81387,0.44826,1.3799,0.005545,0.005545,0.005545
92,0.70871,0.47246,1.2072,7.362355,0.93105,0.94866,0.97783,0.77526,0.81721,0.44723,1.3829,0.0054955,0.0054955,0.0054955
93,0.71539,0.47026,1.2149,7.422905,0.91325,0.95599,0.98098,0.77645,0.8318,0.45559,1.4109,0.005446,0.005446,0.005446
94,0.69322,0.46169,1.2005,7.230745,0.92553,0.9291,0.97415,0.76506,0.8211,0.47015,1.3904,0.0053965,0.0053965,0.0053965
95,0.70602,0.46251,1.2021,7.329555,0.92458,0.93643,0.97401,0.78042,0.81221,0.45037,1.3722,0.005347,0.005347,0.005347
96,0.69153,0.46293,1.1948,7.21014,0.93668,0.94038,0.9761,0.77434,0.81427,0.46153,1.3746,0.0052975,0.0052975,0.0052975
97,0.69521,0.45357,1.1948,7.23306,0.9323,0.9427,0.97702,0.76654,0.81569,0.44747,1.3942,0.005248,0.005248,0.005248
98,0.68664,0.45475,1.1845,7.153925,0.9159,0.95857,0.97477,0.77177,0.81928,0.45442,1.3936,0.0051985,0.0051985,0.0051985
99,0.68884,0.45273,1.1966,7.187565,0.9201,0.96088,0.97945,0.77562,0.81186,0.4547,1.4019,0.005149,0.005149,0.005149
100,0.67845,0.43706,1.1819,7.079755,0.92061,0.96088,0.97633,0.7817,0.82747,0.42663,1.381,0.0050995,0.0050995,0.0050995
101,0.6912,0.4543,1.1946,7.20305,0.92848,0.9511,0.97574,0.78092,0.81577,0.44213,1.3845,0.00505,0.00505,0.00505
102,0.67515,0.44671,1.1756,7.05038,0.92873,0.95587,0.9784,0.78016,0.80587,0.43687,1.3716,0.0050005,0.0050005,0.0050005
103,0.68591,0.44262,1.1869,7.145985,0.91799,0.95844,0.97683,0.78961,0.79821,0.43147,1.361,0.004951,0.004951,0.004951
104,0.67955,0.43605,1.1809,7.086,0.91637,0.94866,0.97799,0.77536,0.82118,0.43937,1.3957,0.0049015,0.0049015,0.0049015
105,0.67684,0.44165,1.1783,7.064575,0.90642,0.97092,0.97856,0.77918,0.81244,0.44158,1.3785,0.004852,0.004852,0.004852
106,0.67587,0.44408,1.175,7.053565,0.94253,0.92176,0.97566,0.7774,0.82039,0.43129,1.3964,0.0048025,0.0048025,0.0048025
107,0.67089,0.43498,1.1723,7.007615,0.93334,0.93399,0.97471,0.7724,0.82411,0.43819,1.3946,0.004753,0.004753,0.004753
108,0.66804,0.44375,1.1791,7.000825,0.93376,0.94377,0.9764,0.7709,0.82208,0.4532,1.3958,0.0047035,0.0047035,0.0047035
109,0.66517,0.43226,1.1687,6.957955,0.92812,0.97311,0.97714,0.77275,0.81897,0.4436,1.4052,0.004654,0.004654,0.004654
110,0.65556,0.43133,1.1636,6.877765,0.91152,0.95719,0.9753,0.77559,0.81402,0.46265,1.3896,0.0046045,0.0046045,0.0046045
111,0.65431,0.42433,1.1635,6.86474,0.9246,0.94621,0.9764,0.77809,0.81014,0.43722,1.3874,0.004555,0.004555,0.004555
112,0.65568,0.42253,1.1591,6.867515,0.94011,0.93888,0.97706,0.78124,0.8144,0.4341,1.3896,0.0045055,0.0045055,0.0045055
113,0.65022,0.42538,1.1634,6.83444,0.92989,0.94046,0.97341,0.78219,0.80623,0.44605,1.392,0.004456,0.004456,0.004456
114,0.66,0.42885,1.1734,6.924525,0.90679,0.95844,0.97877,0.78648,0.79876,0.42789,1.3832,0.0044065,0.0044065,0.0044065
115,0.65117,0.42186,1.1577,6.831255,0.9483,0.9417,0.97934,0.78523,0.81406,0.44791,1.4004,0.004357,0.004357,0.004357
116,0.63791,0.40855,1.1457,6.70715,0.92185,0.95172,0.98032,0.78449,0.80696,0.44368,1.3977,0.0043075,0.0043075,0.0043075
117,0.64495,0.41643,1.1521,6.77349,0.90007,0.96893,0.97499,0.77332,0.81365,0.4443,1.4024,0.004258,0.004258,0.004258
118,0.6371,0.41439,1.148,6.707445,0.93115,0.95892,0.97926,0.78249,0.80906,0.43613,1.3967,0.0042085,0.0042085,0.0042085
119,0.63396,0.4143,1.1399,6.6717,0.93443,0.93643,0.97668,0.77831,0.8042,0.44009,1.3909,0.004159,0.004159,0.004159
120,0.6364,0.41376,1.1489,6.70323,0.92959,0.94377,0.97627,0.77934,0.81253,0.42985,1.391,0.0041095,0.0041095,0.0041095
121,0.64098,0.41079,1.1451,6.730395,0.93684,0.94298,0.97732,0.77642,0.81747,0.42192,1.4049,0.00406,0.00406,0.00406
122,0.63348,0.40694,1.1386,6.66247,0.91217,0.95599,0.98076,0.78514,0.81403,0.44079,1.3872,0.0040105,0.0040105,0.0040105
123,0.63583,0.40702,1.1501,6.697385,0.93517,0.95844,0.98094,0.78231,0.79638,0.43602,1.3875,0.003961,0.003961,0.003961
124,0.63581,0.40133,1.1494,6.69334,0.94418,0.95355,0.97978,0.78474,0.80413,0.42108,1.3937,0.0039115,0.0039115,0.0039115
125,0.62165,0.40351,1.14,6.57413,0.93702,0.97066,0.98177,0.77715,0.81347,0.42031,1.4,0.003862,0.003862,0.003862
126,0.6268,0.39203,1.1367,6.602065,0.9409,0.95599,0.98061,0.78367,0.81617,0.42885,1.4039,0.0038125,0.0038125,0.0038125
127,0.60954,0.39809,1.1267,6.460645,0.94865,0.93154,0.98159,0.78202,0.80916,0.44244,1.3865,0.003763,0.003763,0.003763
128,0.61595,0.3925,1.1224,6.499475,0.95345,0.95599,0.98114,0.77612,0.82944,0.42069,1.4103,0.0037135,0.0037135,0.0037135
129,0.61471,0.38799,1.1208,6.48552,0.94751,0.93643,0.97943,0.77885,0.81539,0.42937,1.3909,0.003664,0.003664,0.003664
130,0.60773,0.38824,1.121,6.433595,0.94204,0.95372,0.98194,0.78172,0.81019,0.42139,1.3921,0.0036145,0.0036145,0.0036145
131,0.6078,0.38596,1.1181,6.42863,0.95391,0.9291,0.98172,0.77398,0.81141,0.43004,1.4072,0.003565,0.003565,0.003565
132,0.60822,0.38657,1.1185,6.432685,0.93381,0.93154,0.97597,0.78685,0.79359,0.42444,1.3894,0.0035155,0.0035155,0.0035155
133,0.61166,0.39518,1.1263,6.47449,0.93546,0.9511,0.97972,0.78867,0.79749,0.40794,1.394,0.003466,0.003466,0.003466
134,0.60243,0.38507,1.1208,6.39196,0.94849,0.94541,0.97809,0.78231,0.81278,0.41895,1.4021,0.0034165,0.0034165,0.0034165
135,0.60648,0.38461,1.1282,6.433205,0.92998,0.95844,0.9785,0.78233,0.82048,0.42434,1.4232,0.003367,0.003367,0.003367
136,0.59396,0.38137,1.1155,6.318635,0.93047,0.94891,0.9693,0.77093,0.80606,0.4278,1.408,0.0033175,0.0033175,0.0033175
137,0.60439,0.38098,1.1216,6.405815,0.9529,0.9399,0.97983,0.78345,0.80437,0.43304,1.3944,0.003268,0.003268,0.003268
138,0.599,0.38641,1.1148,6.357905,0.94332,0.93593,0.97887,0.78583,0.7968,0.41411,1.3846,0.0032185,0.0032185,0.0032185
139,0.59712,0.37973,1.1139,6.339115,0.93437,0.93979,0.97806,0.78289,0.80699,0.42911,1.3849,0.003169,0.003169,0.003169
140,0.58682,0.37316,1.1078,6.24943,0.94918,0.94621,0.98068,0.78872,0.79463,0.42015,1.3795,0.0031195,0.0031195,0.0031195
141,0.58799,0.36543,1.1026,6.24654,0.93787,0.93643,0.97583,0.78622,0.78559,0.4198,1.3635,0.00307,0.00307,0.00307
142,0.58582,0.37398,1.1057,6.23919,0.94682,0.93643,0.97759,0.78938,0.78662,0.42169,1.3725,0.0030205,0.0030205,0.0030205
143,0.58716,0.37484,1.1051,6.24877,0.93423,0.93768,0.97762,0.78401,0.79264,0.42063,1.3788,0.002971,0.002971,0.002971
144,0.57891,0.37016,1.0938,6.167605,0.94393,0.9511,0.97652,0.78376,0.81089,0.41174,1.4174,0.0029215,0.0029215,0.0029215
145,0.58338,0.37056,1.0996,6.21003,0.95371,0.94377,0.98111,0.79024,0.79908,0.41247,1.3987,0.002872,0.002872,0.002872
146,0.57755,0.36496,1.0959,6.157955,0.93288,0.95144,0.98074,0.78709,0.80878,0.41867,1.3947,0.0028225,0.0028225,0.0028225
147,0.57295,0.36396,1.0882,6.111405,0.93719,0.94846,0.97987,0.78686,0.79623,0.41804,1.39,0.002773,0.002773,0.002773
148,0.57443,0.36922,1.094,6.133835,0.9457,0.93399,0.97691,0.78195,0.79564,0.41078,1.3827,0.0027235,0.0027235,0.0027235
149,0.57759,0.3683,1.095,6.158575,0.9496,0.94132,0.97824,0.78834,0.78888,0.41079,1.3812,0.002674,0.002674,0.002674
150,0.55979,0.35531,1.0854,6.00418,0.94268,0.94377,0.97771,0.79,0.79896,0.41644,1.3871,0.0026245,0.0026245,0.0026245
151,0.56811,0.35757,1.0933,6.07956,0.94373,0.94318,0.97958,0.79037,0.80914,0.42505,1.4077,0.002575,0.002575,0.002575
152,0.56482,0.35944,1.0911,6.05252,0.94674,0.92421,0.97768,0.78661,0.79213,0.43362,1.3957,0.0025255,0.0025255,0.0025255
153,0.56188,0.35188,1.0858,6.01874,0.94259,0.94866,0.97908,0.78291,0.80551,0.41245,1.4076,0.002476,0.002476,0.002476
154,0.56517,0.35938,1.0889,6.051815,0.93956,0.95844,0.98084,0.78841,0.81266,0.40499,1.4137,0.0024265,0.0024265,0.0024265
155,0.56082,0.3564,1.0854,6.01245,0.94835,0.95355,0.9782,0.79294,0.78534,0.41667,1.3848,0.002377,0.002377,0.002377
156,0.55928,0.34844,1.0852,5.99662,0.92894,0.95891,0.97951,0.78976,0.78419,0.40933,1.3824,0.0023275,0.0023275,0.0023275
157,0.55863,0.349,1.086,5.993225,0.92536,0.96333,0.97887,0.79018,0.78608,0.41609,1.3958,0.002278,0.002278,0.002278
158,0.5534,0.34609,1.0808,5.944745,0.93109,0.95808,0.97767,0.77932,0.79131,0.42002,1.4086,0.0022285,0.0022285,0.0022285
159,0.5487,0.34665,1.074,5.899575,0.93709,0.94621,0.9777,0.78378,0.79285,0.42244,1.4068,0.002179,0.002179,0.002179
160,0.56055,0.35863,1.087,6.01394,0.93507,0.96333,0.97842,0.78213,0.81466,0.41097,1.418,0.0021295,0.0021295,0.0021295
161,0.54797,0.34605,1.0705,5.88855,0.93739,0.9518,0.97825,0.78584,0.81099,0.41195,1.4184,0.00208,0.00208,0.00208
162,0.55265,0.35109,1.0816,5.94282,0.95106,0.94621,0.97703,0.78129,0.79352,0.41114,1.3984,0.0020305,0.0020305,0.0020305
163,0.54597,0.34597,1.0759,5.88161,0.94028,0.96577,0.98035,0.78521,0.80043,0.39966,1.4114,0.001981,0.001981,0.001981
164,0.54805,0.3494,1.0747,5.897125,0.94456,0.94866,0.97846,0.78492,0.80463,0.42051,1.4098,0.0019315,0.0019315,0.0019315
165,0.54709,0.34952,1.0744,5.889535,0.94448,0.95671,0.98113,0.78867,0.80119,0.40738,1.4046,0.001882,0.001882,0.001882
166,0.5304,0.33453,1.0572,5.731065,0.94054,0.95355,0.98196,0.78302,0.80132,0.41194,1.4061,0.0018325,0.0018325,0.0018325
167,0.53944,0.33937,1.0633,5.810435,0.9477,0.93399,0.97714,0.77859,0.79854,0.41332,1.4005,0.001783,0.001783,0.001783
168,0.53983,0.34661,1.0647,5.81908,0.92918,0.94866,0.97918,0.78248,0.80812,0.41117,1.4065,0.0017335,0.0017335,0.0017335
169,0.53979,0.34281,1.0618,5.81253,0.94957,0.93888,0.97338,0.77819,0.80612,0.41821,1.4103,0.001684,0.001684,0.001684
170,0.52627,0.34036,1.057,5.702705,0.94556,0.93643,0.97331,0.78165,0.7978,0.42164,1.4073,0.0016345,0.0016345,0.0016345
171,0.537,0.3408,1.066,5.7969,0.94102,0.9511,0.97761,0.78099,0.80087,0.41511,1.4064,0.001585,0.001585,0.001585
172,0.53761,0.33997,1.0658,5.80076,0.94599,0.94207,0.98172,0.78327,0.80387,0.41086,1.4091,0.0015355,0.0015355,0.0015355
173,0.52493,0.33123,1.056,5.68659,0.93964,0.95161,0.97836,0.79028,0.8114,0.41425,1.4277,0.001486,0.001486,0.001486
174,0.51968,0.32635,1.0517,5.638325,0.92869,0.95599,0.97664,0.78859,0.81237,0.41545,1.4262,0.0014365,0.0014365,0.0014365
175,0.5149,0.32719,1.0503,5.600795,0.94367,0.93888,0.97554,0.78416,0.8021,0.42102,1.4161,0.001387,0.001387,0.001387
176,0.5142,0.32372,1.0506,5.59426,0.93909,0.94239,0.97792,0.78818,0.7991,0.40888,1.4191,0.0013375,0.0013375,0.0013375
177,0.51227,0.32212,1.047,5.573585,0.94519,0.94621,0.98246,0.79001,0.79681,0.4076,1.4112,0.001288,0.001288,0.001288
178,0.5164,0.3224,1.0447,5.60125,0.93824,0.9511,0.98052,0.78692,0.80205,0.41137,1.4186,0.0012385,0.0012385,0.0012385
179,0.51947,0.32493,1.0504,5.63409,0.93675,0.94148,0.97806,0.78568,0.8154,0.41392,1.4402,0.001189,0.001189,0.001189
180,0.51057,0.32139,1.0474,5.56107,0.94071,0.94132,0.9755,0.78098,0.81832,0.41926,1.4437,0.0011395,0.0011395,0.0011395
181,0.51471,0.32435,1.0479,5.59435,0.9499,0.93399,0.97406,0.77514,0.8152,0.42106,1.4371,0.00109,0.00109,0.00109
182,0.50418,0.31493,1.0403,5.499265,0.95233,0.9291,0.97381,0.77251,0.81811,0.4131,1.4522,0.0010405,0.0010405,0.0010405
183,0.50451,0.31968,1.0438,5.509365,0.95033,0.93565,0.9742,0.77841,0.80822,0.41887,1.4343,0.000991,0.000991,0.000991
184,0.50419,0.3171,1.0452,5.507775,0.94957,0.94132,0.97812,0.78407,0.81051,0.40704,1.429,0.0009415,0.0009415,0.0009415
185,0.50526,0.31847,1.0439,5.514535,0.94345,0.9381,0.97835,0.78184,0.80522,0.41208,1.4237,0.000892,0.000892,0.000892
186,0.49968,0.3152,1.0374,5.4613,0.95059,0.94087,0.97847,0.78341,0.80663,0.41425,1.4265,0.0008425,0.0008425,0.0008425
187,0.50169,0.31419,1.0414,5.48187,0.94403,0.94842,0.97762,0.7857,0.8048,0.41408,1.4254,0.000793,0.000793,0.000793
