epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,4166.25,0.61132,0.38487,1.07762,0.94459,0.95867,0.98193,0.8061,0.77356,0.40941,1.27975,0.00406,0.00406,0.00406
122,4200.5,0.5985,0.38178,1.0645,0.93938,0.95355,0.97738,0.81467,0.75739,0.41134,1.26333,0.0040105,0.0040105,0.0040105
123,4235.58,0.6029,0.37757,1.07455,0.944,0.9479,0.98269,0.80587,0.77358,0.41211,1.2822,0.003961,0.003961,0.003961
124,4269.72,0.60634,0.38062,1.07519,0.94622,0.94621,0.9769,0.80404,0.77428,0.42024,1.28354,0.0039115,0.0039115,0.0039115
125,4303.92,0.58487,0.37827,1.06527,0.92045,0.97555,0.97803,0.80302,0.78244,0.4121,1.29933,0.003862,0.003862,0.003862
126,4338.09,0.58996,0.36614,1.06482,0.93455,0.96088,0.98114,0.80625,0.77662,0.40528,1.29217,0.0038125,0.0038125,0.0038125
127,4372.49,0.57882,0.36657,1.0587,0.9219,0.96822,0.97681,0.80293,0.74713,0.42944,1.25224,0.003763,0.003763,0.003763
128,4406.91,0.58281,0.36664,1.05815,0.92294,0.96637,0.97355,0.79395,0.77607,0.43558,1.28777,0.0037135,0.0037135,0.0037135
129,4441.29,0.57921,0.36281,1.05852,0.91226,0.95599,0.97266,0.79853,0.76078,0.43136,1.28867,0.003664,0.003664,0.003664
130,4475.61,0.57832,0.36135,1.0618,0.93555,0.95828,0.97324,0.79921,0.76484,0.42708,1.28614,0.0036145,0.0036145,0.0036145
131,4509.96,0.56865,0.35465,1.0504,0.92448,0.95773,0.97532,0.79977,0.77975,0.4321,1.30029,0.003565,0.003565,0.003565
132,4545.09,0.57281,0.35631,1.05201,0.93275,0.95844,0.97375,0.80077,0.78182,0.43852,1.30382,0.0035155,0.0035155,0.0035155
133,4579.59,0.56467,0.35718,1.05207,0.93138,0.96245,0.97504,0.80358,0.77453,0.41867,1.29816,0.003466,0.003466,0.003466
134,4614.17,0.56347,0.35955,1.04797,0.93313,0.95534,0.97713,0.80776,0.78292,0.40826,1.31294,0.0034165,0.0034165,0.0034165
135,4648.64,0.57428,0.35876,1.05623,0.93804,0.96234,0.98004,0.80344,0.77556,0.40591,1.29938,0.003367,0.003367,0.003367
136,4682.93,0.56573,0.35703,1.04778,0.93161,0.97066,0.97369,0.79802,0.77795,0.4085,1.30211,0.0033175,0.0033175,0.0033175
137,4717.31,0.5669,0.35957,1.05253,0.93851,0.96333,0.97404,0.80315,0.77778,0.41387,1.30895,0.003268,0.003268,0.003268
138,4751.68,0.56532,0.36268,1.04819,0.92572,0.96088,0.97544,0.80121,0.77088,0.4176,1.28253,0.0032185,0.0032185,0.0032185
139,4786.27,0.55697,0.35254,1.04183,0.92497,0.96822,0.98082,0.81354,0.77052,0.41767,1.28773,0.003169,0.003169,0.003169
140,4821,0.54968,0.34822,1.03904,0.9251,0.96577,0.97705,0.8057,0.7705,0.42975,1.29887,0.0031195,0.0031195,0.0031195
141,4855.48,0.54767,0.34185,1.03042,0.92693,0.96333,0.97952,0.81472,0.75961,0.42079,1.2657,0.00307,0.00307,0.00307
142,4891,0.54746,0.34093,1.03559,0.93111,0.9584,0.97953,0.80774,0.77035,0.41662,1.29223,0.0030205,0.0030205,0.0030205
143,4925.58,0.55185,0.34375,1.04084,0.94202,0.95346,0.97506,0.80394,0.7582,0.41195,1.28241,0.002971,0.002971,0.002971
144,4960.05,0.54567,0.33844,1.02978,0.93514,0.96333,0.97677,0.80446,0.77466,0.41824,1.29207,0.0029215,0.0029215,0.0029215
145,4994.68,0.54442,0.34041,1.03416,0.95316,0.95599,0.97668,0.80229,0.78982,0.41416,1.31803,0.002872,0.002872,0.002872
146,5029.24,0.54463,0.33367,1.03596,0.93022,0.97779,0.9788,0.81042,0.77527,0.39786,1.29503,0.0028225,0.0028225,0.0028225
147,5063.72,0.5419,0.34095,1.02885,0.93631,0.97045,0.98358,0.81254,0.77768,0.40553,1.29965,0.002773,0.002773,0.002773
148,5098.24,0.53853,0.34171,1.02992,0.92739,0.96801,0.97725,0.80127,0.77114,0.4097,1.29266,0.0027235,0.0027235,0.0027235
149,5132.85,0.5384,0.34129,1.02899,0.93743,0.96577,0.97947,0.80922,0.76813,0.3997,1.29783,0.002674,0.002674,0.002674
150,5167.29,0.52086,0.32532,1.01923,0.93589,0.96368,0.97842,0.80245,0.77512,0.4061,1.30704,0.0026245,0.0026245,0.0026245
151,5201.99,0.53321,0.32853,1.02842,0.95155,0.96029,0.97897,0.8036,0.7626,0.40464,1.29581,0.002575,0.002575,0.002575
152,5236.45,0.52702,0.32715,1.02249,0.93606,0.96644,0.97805,0.80892,0.76679,0.41096,1.29464,0.0025255,0.0025255,0.0025255
153,5271,0.52689,0.32465,1.02479,0.92349,0.97389,0.9781,0.80276,0.77847,0.40153,1.29803,0.002476,0.002476,0.002476
154,5305.6,0.5238,0.3285,1.01861,0.94081,0.97148,0.98103,0.81044,0.77901,0.402,1.30972,0.0024265,0.0024265,0.0024265
155,5340.27,0.52277,0.3259,1.01945,0.94615,0.95599,0.97765,0.80718,0.77346,0.39665,1.2971,0.002377,0.002377,0.002377
156,5374.96,0.51797,0.31991,1.00918,0.95227,0.95599,0.97953,0.81137,0.76129,0.39471,1.27981,0.0023275,0.0023275,0.0023275
157,5409.48,0.51751,0.32396,1.0096,0.94832,0.96088,0.98058,0.80883,0.76208,0.39955,1.28171,0.002278,0.002278,0.002278
158,5444.21,0.50895,0.31855,1.01167,0.94898,0.96088,0.9762,0.79495,0.77283,0.39892,1.3006,0.0022285,0.0022285,0.0022285
