                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,      train/loss_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,      train/loss_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
119,0.67315,0.44771,1.1676,7.02388,0.72508,0.43014,1.2127,7.47222,0.93075,0.9291,0.97409,0.76411,0.8023,0.4217,1.3546,0.84336,0.36835,1.4142,0.0042085,0.0042085,0.0042085
120,0.65943,0.42823,1.1532,6.88964,0.71536,0.40953,1.2005,7.370715,0.90097,0.96577,0.97297,0.76142,0.80267,0.41037,1.3726,0.82756,0.36539,1.4047,0.004159,0.004159,0.004159
121,0.65268,0.43024,1.1474,6.83132,0.70583,0.41155,1.1945,7.29125,0.90348,0.96088,0.97509,0.76752,0.79975,0.42021,1.3721,0.83111,0.36742,1.4178,0.0041095,0.0041095,0.0041095
122,0.65737,0.43468,1.1538,6.878315,0.72279,0.42169,1.2022,7.43507,0.90818,0.95844,0.97483,0.77128,0.78001,0.4039,1.3451,0.80329,0.36941,1.3771,0.00406,0.00406,0.00406
123,0.66084,0.43093,1.1539,6.902615,0.71545,0.40348,1.193,7.357115,0.91934,0.94749,0.97529,0.76926,0.78596,0.41566,1.3318,0.81044,0.38374,1.3699,0.0040105,0.0040105,0.0040105
124,0.6527,0.41958,1.1497,6.82959,0.70476,0.39864,1.1896,7.26942,0.93664,0.93399,0.97696,0.77136,0.77572,0.41303,1.3364,0.79928,0.37523,1.366,0.003961,0.003961,0.003961
125,0.64504,0.41421,1.1413,6.756855,0.69972,0.39153,1.1818,7.216365,0.91965,0.9511,0.98012,0.77356,0.76928,0.40892,1.3318,0.80807,0.36845,1.3668,0.0039115,0.0039115,0.0039115
126,0.65035,0.41803,1.145,6.80414,0.7039,0.39272,1.1823,7.24906,0.90513,0.95644,0.97464,0.77054,0.79215,0.41269,1.3513,0.81925,0.38334,1.3673,0.003862,0.003862,0.003862
127,0.6518,0.41443,1.1457,6.814265,0.70575,0.38475,1.184,7.2615,0.93878,0.93729,0.97523,0.76708,0.8055,0.42143,1.3646,0.84607,0.35726,1.3985,0.0038125,0.0038125,0.0038125
128,0.64595,0.41829,1.1414,6.76587,0.69723,0.38891,1.1807,7.19473,0.92657,0.95844,0.97386,0.77302,0.79411,0.41032,1.3665,0.81803,0.36102,1.382,0.003763,0.003763,0.003763
129,0.64045,0.42018,1.1359,6.717315,0.6926,0.39281,1.1767,7.155955,0.93611,0.93888,0.97699,0.77759,0.77516,0.41859,1.3282,0.80026,0.38424,1.348,0.0037135,0.0037135,0.0037135
130,0.63936,0.4089,1.1355,6.7029,0.68872,0.38708,1.174,7.11994,0.92624,0.93399,0.97663,0.77926,0.76811,0.41946,1.3125,0.79764,0.3956,1.3416,0.003664,0.003664,0.003664
131,0.64709,0.42264,1.1456,6.782895,0.70252,0.39412,1.1865,7.24571,0.90258,0.95844,0.97752,0.76942,0.79596,0.42105,1.368,0.82682,0.37262,1.4049,0.0036145,0.0036145,0.0036145
132,0.63003,0.40187,1.126,6.61516,0.67948,0.3732,1.163,7.0272,0.93674,0.94377,0.97974,0.78082,0.78742,0.40414,1.3599,0.80382,0.36434,1.3707,0.003565,0.003565,0.003565
133,0.64605,0.41128,1.1426,6.764915,0.69812,0.38591,1.1799,7.198705,0.90144,0.96162,0.97601,0.77304,0.77429,0.42356,1.326,0.78574,0.386,1.3505,0.0035155,0.0035155,0.0035155
134,0.62774,0.39834,1.1242,6.59352,0.67859,0.36356,1.1655,7.019455,0.91567,0.95568,0.9784,0.7775,0.78955,0.40661,1.3683,0.79768,0.35827,1.38,0.003466,0.003466,0.003466
135,0.62594,0.40291,1.1214,6.578105,0.68203,0.38112,1.1626,7.049685,0.94005,0.92007,0.97831,0.76945,0.78656,0.41812,1.333,0.82982,0.36681,1.3661,0.0034165,0.0034165,0.0034165
136,0.62929,0.40693,1.1258,6.61184,0.68663,0.38419,1.1659,7.09067,0.9073,0.95844,0.97962,0.78133,0.78482,0.40453,1.3434,0.81125,0.374,1.3843,0.003367,0.003367,0.003367
137,0.62247,0.40452,1.1239,6.556635,0.67076,0.37684,1.1592,6.95792,0.91515,0.95355,0.97935,0.77323,0.77768,0.40442,1.3453,0.81094,0.35784,1.3746,0.0033175,0.0033175,0.0033175
138,0.61228,0.39273,1.1168,6.463665,0.66845,0.36295,1.1552,6.92765,0.92606,0.94922,0.98115,0.77527,0.79486,0.40352,1.3604,0.8237,0.38675,1.3803,0.003268,0.003268,0.003268
139,0.63016,0.40564,1.1267,6.61907,0.69312,0.37929,1.1707,7.144095,0.94584,0.93928,0.98315,0.78423,0.78478,0.397,1.3339,0.81593,0.33969,1.3596,0.0032185,0.0032185,0.0032185
140,0.62614,0.39709,1.1189,6.572945,0.68137,0.36971,1.154,7.02613,0.93085,0.95844,0.98166,0.77754,0.79641,0.39072,1.37,0.81754,0.348,1.3759,0.003169,0.003169,0.003169
141,0.61173,0.39147,1.1108,6.44991,0.66494,0.35616,1.1484,6.88773,0.93485,0.96333,0.98227,0.78318,0.79149,0.3955,1.3637,0.80861,0.35656,1.3752,0.0031195,0.0031195,0.0031195
142,0.61007,0.39113,1.1105,6.43684,0.66231,0.3588,1.1445,6.863475,0.90372,0.96383,0.97961,0.78325,0.78071,0.40771,1.3444,0.80624,0.36815,1.3594,0.00307,0.00307,0.00307
143,0.61585,0.38968,1.1191,6.492365,0.66882,0.36091,1.1604,6.937205,0.92671,0.95844,0.97809,0.7704,0.80226,0.42586,1.3904,0.81706,0.39852,1.411,0.0030205,0.0030205,0.0030205
144,0.61135,0.38604,1.1155,6.451395,0.66034,0.35789,1.1571,6.867145,0.90207,0.95844,0.97636,0.77807,0.79154,0.43233,1.3683,0.82363,0.40325,1.4015,0.002971,0.002971,0.002971
145,0.60904,0.38436,1.1086,6.42288,0.65793,0.35719,1.145,6.83057,0.90938,0.95684,0.97898,0.77441,0.8039,0.4222,1.3831,0.83876,0.36762,1.4267,0.0029215,0.0029215,0.0029215
146,0.61773,0.39163,1.1189,6.50714,0.65981,0.36601,1.1527,6.86063,0.92094,0.93981,0.97813,0.77384,0.809,0.42221,1.3833,0.82904,0.38879,1.4158,0.002872,0.002872,0.002872
147,0.60522,0.38295,1.1106,6.396525,0.65063,0.35146,1.1478,6.777155,0.9538,0.91443,0.97995,0.77381,0.79972,0.42113,1.3695,0.83136,0.3796,1.402,0.0028225,0.0028225,0.0028225
148,0.6017,0.38067,1.1055,6.361335,0.64917,0.3511,1.1442,6.760625,0.9335,0.94866,0.97808,0.77474,0.79423,0.41963,1.3699,0.82127,0.39773,1.4066,0.002773,0.002773,0.002773
149,0.60016,0.38708,1.1062,6.35404,0.64328,0.36168,1.1407,6.71649,0.95775,0.93888,0.98335,0.78282,0.78122,0.42197,1.3437,0.81047,0.35813,1.386,0.0027235,0.0027235,0.0027235
150,0.60866,0.38338,1.1024,6.41024,0.65403,0.35069,1.1422,6.79387,0.93013,0.94383,0.98015,0.77653,0.79317,0.41452,1.3646,0.81246,0.38133,1.4067,0.002674,0.002674,0.002674
151,0.60093,0.38358,1.1061,6.357915,0.64993,0.35543,1.1445,6.76894,0.93762,0.94866,0.98128,0.77239,0.80627,0.4075,1.3896,0.8275,0.36838,1.4038,0.0026245,0.0026245,0.0026245
152,0.59714,0.37508,1.094,6.30709,0.64672,0.35009,1.1294,6.719545,0.9088,0.97457,0.97852,0.7733,0.77965,0.41193,1.3478,0.79625,0.35897,1.3677,0.002575,0.002575,0.002575
153,0.59934,0.37978,1.1004,6.33554,0.64822,0.35214,1.1321,6.73587,0.93208,0.93951,0.97812,0.77753,0.78644,0.40886,1.3655,0.81568,0.37661,1.3797,0.0025255,0.0025255,0.0025255
154,0.58574,0.37322,1.0969,6.22501,0.6309,0.34192,1.1295,6.59696,0.94404,0.94867,0.97765,0.77682,0.77788,0.40936,1.3644,0.79422,0.36919,1.3811,0.002476,0.002476,0.002476
155,0.58334,0.37339,1.0924,6.200345,0.63331,0.35058,1.1249,6.612465,0.93758,0.9549,0.98223,0.77875,0.79685,0.39894,1.382,0.81007,0.34844,1.3822,0.0024265,0.0024265,0.0024265
156,0.59368,0.37585,1.1012,6.292325,0.64348,0.34463,1.136,6.702415,0.92097,0.96577,0.98286,0.78504,0.79169,0.40165,1.3779,0.80413,0.34489,1.3867,0.002377,0.002377,0.002377
157,0.58394,0.36701,1.0879,6.194905,0.63,0.33521,1.1198,6.572305,0.93819,0.96822,0.98331,0.78404,0.79689,0.40037,1.3638,0.83442,0.35121,1.3953,0.0023275,0.0023275,0.0023275
158,0.57656,0.36387,1.0911,6.142785,0.62268,0.32945,1.1223,6.518275,0.95097,0.9484,0.98267,0.78589,0.7759,0.39836,1.3429,0.78664,0.35125,1.3582,0.002278,0.002278,0.002278
159,0.57733,0.36509,1.0838,6.13822,0.62531,0.33193,1.1138,6.52649,0.94369,0.94243,0.98129,0.78517,0.77184,0.38121,1.3491,0.79603,0.34316,1.3718,0.0022285,0.0022285,0.0022285
160,0.58078,0.36527,1.0889,6.171835,0.62524,0.33981,1.1167,6.534255,0.94614,0.94491,0.98232,0.78211,0.7807,0.39446,1.3544,0.80024,0.37716,1.3634,0.002179,0.002179,0.002179
161,0.57837,0.36949,1.0852,6.15032,0.6219,0.3344,1.1113,6.4984,0.94394,0.9469,0.98285,0.77766,0.81229,0.39631,1.3821,0.83811,0.35077,1.4118,0.0021295,0.0021295,0.0021295
162,0.57574,0.36254,1.0814,6.12142,0.62253,0.3306,1.111,6.500775,0.94202,0.95355,0.9835,0.7855,0.78378,0.40342,1.3527,0.79577,0.37607,1.3641,0.00208,0.00208,0.00208
163,0.57029,0.36141,1.0805,6.07863,0.61926,0.33218,1.1107,6.47659,0.9327,0.94878,0.98162,0.78401,0.77425,0.38756,1.3545,0.79243,0.34002,1.3617,0.0020305,0.0020305,0.0020305
164,0.56929,0.35887,1.0802,6.06941,0.61707,0.32726,1.1112,6.458455,0.92914,0.96181,0.98138,0.7821,0.78301,0.39838,1.3597,0.81526,0.34907,1.382,0.001981,0.001981,0.001981
165,0.56288,0.35909,1.0792,6.019945,0.60952,0.32623,1.1069,6.394865,0.94063,0.9511,0.98073,0.78141,0.78935,0.39498,1.3706,0.8162,0.34388,1.3865,0.0019315,0.0019315,0.0019315
166,0.56548,0.35749,1.0717,6.027395,0.6118,0.32445,1.1016,6.403125,0.94846,0.94132,0.98269,0.78097,0.78215,0.39261,1.3683,0.80557,0.34052,1.391,0.001882,0.001882,0.001882
167,0.56898,0.35893,1.0757,6.060365,0.61116,0.32667,1.1036,6.402435,0.93986,0.95526,0.98171,0.77556,0.78196,0.39372,1.379,0.81497,0.34065,1.3933,0.0018325,0.0018325,0.0018325
168,0.56541,0.3544,1.0791,6.036425,0.60685,0.32493,1.1077,6.37539,0.91732,0.97066,0.98075,0.78301,0.77108,0.38691,1.3626,0.79022,0.35441,1.3758,0.001783,0.001783,0.001783
169,0.55752,0.35414,1.0695,5.96272,0.60374,0.33252,1.1,6.34431,0.94865,0.9485,0.98101,0.78168,0.76808,0.40804,1.357,0.81116,0.36021,1.3877,0.0017335,0.0017335,0.0017335
170,0.56186,0.35646,1.0738,6.00288,0.60558,0.33119,1.1037,6.362995,0.9367,0.94866,0.97979,0.78696,0.7679,0.40023,1.3509,0.80911,0.34434,1.3924,0.001684,0.001684,0.001684
171,0.55951,0.3542,1.0798,5.993125,0.60538,0.32077,1.1074,6.361835,0.9353,0.95434,0.98045,0.78246,0.77103,0.40007,1.3486,0.79261,0.34844,1.3653,0.0016345,0.0016345,0.0016345
172,0.55673,0.34962,1.0668,5.950485,0.60165,0.3175,1.0944,6.312725,0.92938,0.95355,0.98024,0.78165,0.77935,0.40535,1.3563,0.81233,0.35626,1.3827,0.001585,0.001585,0.001585
173,0.55655,0.34928,1.0707,5.954815,0.60428,0.31819,1.0994,6.340295,0.93512,0.95148,0.98121,0.78128,0.78244,0.40204,1.3657,0.81777,0.33766,1.3935,0.0015355,0.0015355,0.0015355
174,0.55453,0.34566,1.0757,5.945355,0.59807,0.30629,1.1071,6.29932,0.93083,0.95415,0.98056,0.7802,0.79166,0.4021,1.394,0.82067,0.34972,1.4149,0.001486,0.001486,0.001486
175,0.55328,0.34932,1.0672,5.92506,0.59986,0.32039,1.0977,6.305695,0.93582,0.95355,0.9812,0.78203,0.7886,0.39639,1.3845,0.81304,0.35959,1.4025,0.0014365,0.0014365,0.0014365
176,0.54857,0.34634,1.0665,5.887195,0.59639,0.3133,1.0959,6.273425,0.94454,0.95771,0.98142,0.78425,0.79038,0.39443,1.382,0.80867,0.35147,1.4027,0.001387,0.001387,0.001387
177,0.54073,0.34272,1.0585,5.814585,0.58141,0.31254,1.085,6.144345,0.92607,0.9495,0.98067,0.7776,0.77857,0.39986,1.364,0.80185,0.36184,1.3884,0.0013375,0.0013375,0.0013375
178,0.53628,0.33909,1.0623,5.785095,0.57799,0.30869,1.0912,6.12607,0.93078,0.94866,0.98005,0.77934,0.77794,0.3975,1.3718,0.80176,0.36404,1.4022,0.001288,0.001288,0.001288
179,0.54052,0.34328,1.0613,5.81749,0.58173,0.31835,1.0868,6.15235,0.94402,0.94836,0.98116,0.78262,0.78481,0.38911,1.3873,0.80598,0.36383,1.4156,0.0012385,0.0012385,0.0012385
180,0.53439,0.33506,1.0516,5.752855,0.57633,0.29962,1.0786,6.090185,0.92169,0.96333,0.98222,0.77812,0.7855,0.39419,1.3839,0.81297,0.34887,1.4168,0.001189,0.001189,0.001189
181,0.52575,0.33061,1.056,5.69243,0.56786,0.29968,1.0837,6.03434,0.93339,0.95355,0.98113,0.7822,0.78126,0.39436,1.3801,0.80161,0.35281,1.403,0.0011395,0.0011395,0.0011395
182,0.53827,0.33824,1.0589,5.794495,0.57758,0.30286,1.0845,6.11003,0.92982,0.95844,0.98029,0.77785,0.7946,0.40196,1.3965,0.8109,0.35606,1.4175,0.00109,0.00109,0.00109
183,0.52728,0.33089,1.0498,5.694745,0.56481,0.2942,1.0749,5.995525,0.94212,0.95506,0.97911,0.78171,0.7899,0.40173,1.3852,0.80788,0.36886,1.3975,0.0010405,0.0010405,0.0010405
184,0.52541,0.33148,1.0443,5.672765,0.56788,0.3023,1.071,6.01675,0.9273,0.96679,0.98049,0.78225,0.76765,0.40381,1.3539,0.78461,0.36182,1.3751,0.000991,0.000991,0.000991
185,0.52444,0.32884,1.0435,5.66297,0.5616,0.29806,1.067,5.96153,0.93935,0.95355,0.98065,0.78121,0.77024,0.40891,1.3618,0.78645,0.36247,1.3863,0.0009415,0.0009415,0.0009415
186,0.5335,0.33134,1.0582,5.75422,0.57311,0.29496,1.0844,6.072405,0.94408,0.94621,0.98193,0.78121,0.7727,0.40015,1.3663,0.79015,0.35295,1.3896,0.000892,0.000892,0.000892
187,0.51566,0.33215,1.0471,5.604175,0.55665,0.29866,1.0744,5.935805,0.9529,0.93983,0.98053,0.77986,0.78404,0.40815,1.3717,0.80301,0.39808,1.3922,0.0008425,0.0008425,0.0008425
188,0.5226,0.33002,1.0468,5.65471,0.5642,0.29997,1.0735,5.991735,0.93794,0.95599,0.97913,0.77502,0.79375,0.40539,1.3836,0.81969,0.37864,1.4088,0.000793,0.000793,0.000793
189,0.5161,0.32102,1.0355,5.58451,0.55378,0.28663,1.0611,5.888315,0.93123,0.9602,0.97921,0.77645,0.77332,0.41308,1.358,0.7852,0.38,1.38,0.0007435,0.0007435,0.0007435
190,0.51375,0.32566,1.0423,5.579405,0.55495,0.30015,1.0698,5.9169,0.94191,0.9514,0.97864,0.77318,0.77048,0.41246,1.3575,0.805,0.36993,1.3939,0.000694,0.000694,0.000694
191,0.51486,0.31839,1.0488,5.593845,0.55495,0.28697,1.0765,5.92036,0.94175,0.94621,0.97907,0.77564,0.77897,0.40372,1.3744,0.80109,0.35881,1.3986,0.0006445,0.0006445,0.0006445
192,0.51922,0.32287,1.0488,5.628785,0.55781,0.28512,1.0763,5.940585,0.95289,0.93963,0.97892,0.77823,0.78626,0.40383,1.3856,0.80253,0.36764,1.4057,0.000595,0.000595,0.000595
193,0.51628,0.32754,1.0451,5.60352,0.55596,0.29531,1.0717,5.924905,0.95095,0.94377,0.98059,0.7783,0.77286,0.41097,1.364,0.81039,0.36066,1.4061,0.0005455,0.0005455,0.0005455
194,0.51771,0.32853,1.0455,5.61534,0.55553,0.29759,1.0733,5.92522,0.94925,0.94866,0.97999,0.77936,0.76645,0.4102,1.3572,0.80463,0.35633,1.3954,0.000496,0.000496,0.000496
195,0.51016,0.31919,1.0393,5.544745,0.54711,0.28801,1.0643,5.84378,0.94698,0.94132,0.98009,0.78213,0.76527,0.409,1.3555,0.80547,0.35917,1.3844,0.0004465,0.0004465,0.0004465
196,0.51421,0.32372,1.0381,5.575585,0.55101,0.29662,1.0649,5.878235,0.95228,0.94621,0.98069,0.78329,0.76724,0.4126,1.3561,0.80864,0.35874,1.3884,0.000397,0.000397,0.000397
197,0.50598,0.31997,1.0383,5.512285,0.54473,0.28776,1.0645,5.826105,0.94089,0.94866,0.98079,0.78175,0.77278,0.40965,1.3626,0.80701,0.37012,1.402,0.0003475,0.0003475,0.0003475
198,0.50747,0.3215,1.0395,5.526025,0.54435,0.29222,1.0654,5.826835,0.94161,0.94629,0.98047,0.77945,0.77606,0.40484,1.3659,0.80767,0.36342,1.4083,0.000298,0.000298,0.000298
199,0.50091,0.31648,1.0343,5.466515,0.53585,0.27705,1.0598,5.7471,0.9503,0.94132,0.97961,0.782,0.77855,0.39953,1.3726,0.80084,0.37113,1.4067,0.0002485,0.0002485,0.0002485
200,0.50243,0.31453,1.0329,5.47484,0.54181,0.28295,1.0591,5.7937,0.94399,0.9511,0.98101,0.78078,0.78386,0.39722,1.3817,0.80102,0.36049,1.4061,0.000199,0.000199,0.000199
