                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,         train/loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
182,0.60963,0.37926,1.0776,6.378255,0.92146,0.94621,0.97539,0.78299,0.79331,0.42986,1.2948,0.0010405,0.0010405,0.0010405
183,0.61082,0.38191,1.0831,6.396755,0.92346,0.94394,0.97673,0.78334,0.79747,0.43071,1.2936,0.000991,0.000991,0.000991
184,0.61468,0.38806,1.0871,6.43478,0.92686,0.94866,0.97838,0.78274,0.79319,0.43485,1.2868,0.0009415,0.0009415,0.0009415
185,0.6123,0.38002,1.086,6.41126,0.91923,0.94611,0.97633,0.78019,0.79176,0.4361,1.2886,0.000892,0.000892,0.000892
186,0.60899,0.37968,1.0819,6.380115,0.91728,0.94888,0.97546,0.77958,0.78611,0.43201,1.2854,0.0008425,0.0008425,0.0008425
187,0.60656,0.37704,1.0819,6.36057,0.94273,0.92565,0.97413,0.77998,0.78777,0.43669,1.29,0.000793,0.000793,0.000793
188,0.61043,0.37937,1.0823,6.39136,0.93192,0.93714,0.97559,0.7821,0.79024,0.44342,1.2952,0.0007435,0.0007435,0.0007435
189,0.601,0.38067,1.0812,6.319635,0.92957,0.93888,0.97718,0.78731,0.78637,0.44252,1.2875,0.000694,0.000694,0.000694
190,0.60163,0.37782,1.0839,6.326985,0.92278,0.93154,0.97726,0.78847,0.78467,0.4412,1.2858,0.0006445,0.0006445,0.0006445
191,0.59793,0.37334,1.0714,6.278245,0.91112,0.95245,0.97709,0.78764,0.78424,0.44001,1.2849,0.000595,0.000595,0.000595
192,0.59309,0.36719,1.0732,6.24157,0.91219,0.9511,0.97652,0.78621,0.78627,0.4398,1.2814,0.0005455,0.0005455,0.0005455
193,0.58274,0.36495,1.0682,6.155325,0.91166,0.95355,0.97651,0.78359,0.788,0.43775,1.284,0.000496,0.000496,0.000496
194,0.589,0.36932,1.0657,6.20071,0.91124,0.95389,0.97568,0.78476,0.789,0.43593,1.2847,0.0004465,0.0004465,0.0004465
195,0.59132,0.369,1.0735,6.22965,0.94031,0.92433,0.97435,0.78201,0.79207,0.43798,1.2922,0.000397,0.000397,0.000397
196,0.59585,0.37499,1.0783,6.27382,0.93699,0.9291,0.97483,0.78413,0.79015,0.43993,1.2926,0.0003475,0.0003475,0.0003475
197,0.59002,0.36897,1.0697,6.214185,0.91623,0.94866,0.97538,0.78457,0.79115,0.4417,1.2949,0.000298,0.000298,0.000298
198,0.59021,0.36884,1.0705,6.216745,0.91967,0.95174,0.9752,0.78231,0.79592,0.43959,1.3013,0.0002485,0.0002485,0.0002485
199,0.58302,0.36194,1.0646,6.15052,0.91673,0.95355,0.97579,0.7805,0.79176,0.43853,1.2955,0.000199,0.000199,0.000199
200,0.58781,0.36739,1.0741,6.20342,0.93201,0.9385,0.97576,0.78086,0.78978,0.43777,1.2922,0.0001495,0.0001495,0.0001495
