               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,      train/loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
12,0.039923,0.023853,0,0.223468,0.78416,0.79055,0.8372,0.46017,0.031918,0.013967,0,0.0094555,0.0094555,0.0094555
13,0.039025,0.023091,0,0.218216,0.79308,0.82396,0.86388,0.48382,0.032526,0.013446,0,0.009406,0.009406,0.009406
14,0.038126,0.022331,0,0.212961,0.78871,0.85086,0.87505,0.50944,0.02997,0.012657,0,0.0093565,0.0093565,0.0093565
15,0.036179,0.021768,0,0.202663,0.84444,0.84352,0.89253,0.52129,0.029789,0.012227,0,0.009307,0.009307,0.009307
16,0.035216,0.021478,0,0.197558,0.80135,0.78729,0.84795,0.48136,0.03261,0.012883,0,0.0092575,0.0092575,0.0092575
17,0.035044,0.021032,0,0.196252,0.85436,0.81663,0.88694,0.55917,0.027298,0.011698,0,0.009208,0.009208,0.009208
18,0.033331,0.020313,0,0.186968,0.83379,0.85819,0.90687,0.54341,0.028193,0.011658,0,0.0091585,0.0091585,0.0091585
19,0.033123,0.01962,0,0.185235,0.85516,0.87531,0.91378,0.56754,0.02789,0.0114,0,0.009109,0.009109,0.009109
20,0.032687,0.019926,0,0.183361,0.88285,0.85575,0.92512,0.5683,0.027806,0.01156,0,0.0090595,0.0090595,0.0090595
21,0.032184,0.019522,0,0.180442,0.86701,0.89264,0.92824,0.60208,0.025759,0.0111,0,0.00901,0.00901,0.00901
22,0.031561,0.018992,0,0.176797,0.87206,0.89997,0.93005,0.60336,0.025478,0.010896,0,0.0089605,0.0089605,0.0089605
23,0.03054,0.019033,0,0.171733,0.88729,0.89976,0.93266,0.60866,0.025687,0.010993,0,0.008911,0.008911,0.008911
24,0.031064,0.01875,0,0.17407,0.87232,0.92176,0.94091,0.62203,0.024981,0.010451,0,0.0088615,0.0088615,0.0088615
25,0.030242,0.01819,0,0.1694,0.90964,0.91073,0.95713,0.64011,0.024259,0.010189,0,0.008812,0.008812,0.008812
26,0.029937,0.018393,0,0.168078,0.88846,0.91198,0.94803,0.6254,0.024559,0.010317,0,0.0087625,0.0087625,0.0087625
27,0.029495,0.018099,0,0.165574,0.88618,0.89487,0.94405,0.63366,0.024537,0.010329,0,0.008713,0.008713,0.008713
28,0.029259,0.017662,0,0.163957,0.88544,0.8802,0.94657,0.63609,0.024292,0.010743,0,0.0086635,0.0086635,0.0086635
29,0.028869,0.017673,0,0.162018,0.89864,0.89242,0.95086,0.641,0.024116,0.010282,0,0.008614,0.008614,0.008614
30,0.028892,0.017506,0,0.161966,0.84782,0.93888,0.95284,0.66067,0.023814,0.0099809,0,0.0085645,0.0085645,0.0085645
31,0.028685,0.017563,0,0.160988,0.8897,0.92693,0.96205,0.66373,0.023273,0.010018,0,0.008515,0.008515,0.008515
32,0.02832,0.017506,0,0.159106,0.87128,0.94621,0.95434,0.66426,0.023206,0.0096399,0,0.0084655,0.0084655,0.0084655
33,0.027664,0.016789,0,0.155109,0.90187,0.91198,0.95814,0.66316,0.023997,0.0097163,0,0.008416,0.008416,0.008416
34,0.027775,0.017407,0,0.156282,0.89003,0.93004,0.95721,0.67159,0.0227,0.0097882,0,0.0083665,0.0083665,0.0083665
35,0.027419,0.016966,0,0.154061,0.91409,0.92665,0.95643,0.68147,0.022302,0.009591,0,0.008317,0.008317,0.008317
36,0.026974,0.016451,0,0.151321,0.90387,0.90954,0.95239,0.66127,0.022667,0.0096793,0,0.0082675,0.0082675,0.0082675
37,0.027,0.01665,0,0.15165,0.92249,0.90954,0.96346,0.67617,0.022063,0.0096938,0,0.008218,0.008218,0.008218
38,0.027428,0.016579,0,0.153719,0.8956,0.9438,0.96698,0.68183,0.02261,0.009378,0,0.0081685,0.0081685,0.0081685
39,0.02651,0.01664,0,0.14919,0.89354,0.93399,0.95931,0.67122,0.022645,0.0093387,0,0.008119,0.008119,0.008119
40,0.026346,0.016357,0,0.148087,0.90889,0.92689,0.95967,0.68543,0.022416,0.0092905,0,0.0080695,0.0080695,0.0080695
41,0.026448,0.01637,0,0.14861,0.92607,0.92176,0.96655,0.69608,0.022096,0.009197,0,0.00802,0.00802,0.00802
42,0.026175,0.016067,0,0.146942,0.93335,0.92449,0.97073,0.7042,0.02219,0.0091566,0,0.0079705,0.0079705,0.0079705
43,0.025902,0.016125,0,0.145635,0.90069,0.93154,0.96239,0.68554,0.022522,0.0093531,0,0.007921,0.007921,0.007921
44,0.025605,0.016234,0,0.144259,0.91901,0.91553,0.96546,0.68827,0.022075,0.0094092,0,0.0078715,0.0078715,0.0078715
45,0.025992,0.016023,0,0.145983,0.91798,0.93045,0.9633,0.69488,0.021494,0.0093416,0,0.007822,0.007822,0.007822
46,0.026011,0.016242,0,0.146297,0.92406,0.92223,0.9694,0.69822,0.021625,0.0091077,0,0.0077725,0.0077725,0.0077725
47,0.025192,0.015886,0,0.141846,0.89399,0.94848,0.96726,0.69615,0.021575,0.0091132,0,0.007723,0.007723,0.007723
48,0.025061,0.015895,0,0.1412,0.90817,0.94305,0.96673,0.69382,0.021559,0.0092035,0,0.0076735,0.0076735,0.0076735
49,0.02497,0.015427,0,0.140277,0.91972,0.95599,0.9721,0.71958,0.021063,0.0088737,0,0.007624,0.007624,0.007624
50,0.024956,0.015572,0,0.140352,0.91694,0.93154,0.96615,0.70787,0.020873,0.0089805,0,0.0075745,0.0075745,0.0075745
51,0.024762,0.015695,0,0.139505,0.93256,0.93643,0.97749,0.72304,0.020718,0.0086996,0,0.007525,0.007525,0.007525
52,0.024584,0.015133,0,0.138053,0.93153,0.93137,0.97523,0.72063,0.020248,0.008761,0,0.0074755,0.0074755,0.0074755
53,0.024947,0.01538,0,0.140115,0.91921,0.94621,0.97293,0.72186,0.020434,0.0086838,0,0.007426,0.007426,0.007426
54,0.024305,0.015269,0,0.136794,0.94538,0.93095,0.97488,0.724,0.020135,0.0086279,0,0.0073765,0.0073765,0.0073765
55,0.024863,0.015241,0,0.139556,0.91646,0.95844,0.97882,0.72629,0.020692,0.0089267,0,0.007327,0.007327,0.007327
56,0.024558,0.015522,0,0.138312,0.92475,0.94621,0.97048,0.7256,0.020358,0.0086693,0,0.0072775,0.0072775,0.0072775
57,0.023957,0.015085,0,0.13487,0.9355,0.95748,0.97013,0.71702,0.020492,0.0087574,0,0.007228,0.007228,0.007228
58,0.023848,0.015253,0,0.134493,0.91936,0.93154,0.96853,0.71769,0.020838,0.0087752,0,0.0071785,0.0071785,0.0071785
59,0.023785,0.014843,0,0.133768,0.91952,0.95844,0.9701,0.72303,0.020078,0.0086517,0,0.007129,0.007129,0.007129
60,0.023575,0.014614,0,0.132489,0.90374,0.95599,0.96534,0.71269,0.02014,0.0087662,0,0.0070795,0.0070795,0.0070795
61,0.023491,0.014574,0,0.132029,0.91924,0.96577,0.97518,0.73081,0.019604,0.0084499,0,0.00703,0.00703,0.00703
62,0.023526,0.014488,0,0.132118,0.92148,0.94689,0.9764,0.74116,0.019342,0.0085969,0,0.0069805,0.0069805,0.0069805
63,0.023313,0.014418,0,0.130983,0.91967,0.96088,0.97512,0.7339,0.01973,0.0084421,0,0.006931,0.006931,0.006931
64,0.02355,0.014364,0,0.132114,0.91726,0.94873,0.97329,0.72361,0.020227,0.0085743,0,0.0068815,0.0068815,0.0068815
65,0.023392,0.014512,0,0.131472,0.94549,0.91687,0.97706,0.73372,0.020127,0.0084411,0,0.006832,0.006832,0.006832
66,0.022821,0.01458,0,0.128685,0.93093,0.9291,0.97355,0.72665,0.01956,0.0086589,0,0.0067825,0.0067825,0.0067825
67,0.023287,0.01457,0,0.131005,0.89042,0.97352,0.97245,0.72814,0.019892,0.0086113,0,0.006733,0.006733,0.006733
68,0.023252,0.014469,0,0.130729,0.92949,0.91932,0.97153,0.72704,0.020629,0.0088886,0,0.0066835,0.0066835,0.0066835
69,0.022578,0.014088,0,0.126978,0.94356,0.94015,0.97775,0.73442,0.019926,0.0086874,0,0.006634,0.006634,0.006634
70,0.023091,0.01443,0,0.129885,0.90638,0.94684,0.96733,0.73185,0.019841,0.0086861,0,0.0065845,0.0065845,0.0065845
71,0.022521,0.014256,0,0.126861,0.92143,0.95599,0.97481,0.73897,0.019213,0.008374,0,0.006535,0.006535,0.006535
72,0.022622,0.014031,0,0.127141,0.937,0.94377,0.9754,0.74322,0.019294,0.0083503,0,0.0064855,0.0064855,0.0064855
73,0.02272,0.014197,0,0.127797,0.94115,0.95844,0.97583,0.74546,0.019027,0.0082826,0,0.006436,0.006436,0.006436
74,0.022627,0.014048,0,0.127183,0.92708,0.96365,0.97262,0.73615,0.019559,0.0083663,0,0.0063865,0.0063865,0.0063865
75,0.022461,0.014029,0,0.126334,0.93536,0.94621,0.97724,0.74734,0.019275,0.0080935,0,0.006337,0.006337,0.006337
76,0.02226,0.013905,0,0.125205,0.93832,0.96715,0.97806,0.74734,0.019101,0.0079072,0,0.0062875,0.0062875,0.0062875
77,0.022246,0.014206,0,0.125436,0.93279,0.95016,0.97285,0.74831,0.01941,0.0080364,0,0.006238,0.006238,0.006238
78,0.02246,0.013935,0,0.126235,0.9202,0.95855,0.97316,0.74349,0.019748,0.0082256,0,0.0061885,0.0061885,0.0061885
79,0.022159,0.014103,0,0.124898,0.93085,0.96333,0.97745,0.75358,0.019029,0.0081049,0,0.006139,0.006139,0.006139
80,0.021736,0.014031,0,0.122711,0.92916,0.96209,0.97382,0.74569,0.018965,0.0082402,0,0.0060895,0.0060895,0.0060895
81,0.021836,0.01391,0,0.12309,0.9534,0.93399,0.98242,0.7606,0.01934,0.0080734,0,0.00604,0.00604,0.00604
82,0.021813,0.013533,0,0.122598,0.92252,0.96822,0.98049,0.75233,0.019942,0.0082356,0,0.0059905,0.0059905,0.0059905
83,0.021739,0.013896,0,0.122591,0.93153,0.96459,0.98199,0.75174,0.01922,0.0082089,0,0.005941,0.005941,0.005941
84,0.021944,0.013636,0,0.123356,0.93408,0.97009,0.97807,0.73886,0.019039,0.008133,0,0.0058915,0.0058915,0.0058915
85,0.021881,0.013924,0,0.123329,0.94256,0.96283,0.97929,0.75272,0.019095,0.0081323,0,0.005842,0.005842,0.005842
86,0.021476,0.013531,0,0.120911,0.92899,0.95355,0.98183,0.75301,0.018979,0.0082384,0,0.0057925,0.0057925,0.0057925
87,0.021566,0.013581,0,0.121411,0.93569,0.96045,0.98123,0.75304,0.019304,0.0081175,0,0.005743,0.005743,0.005743
88,0.021498,0.013561,0,0.121051,0.93575,0.96138,0.98141,0.76011,0.018855,0.0078844,0,0.0056935,0.0056935,0.0056935
89,0.021124,0.01349,0,0.11911,0.94494,0.94621,0.97751,0.75332,0.019096,0.0081182,0,0.005644,0.005644,0.005644
90,0.021498,0.013819,0,0.121309,0.94255,0.95844,0.98214,0.7577,0.019383,0.0079331,0,0.0055945,0.0055945,0.0055945
91,0.021499,0.01349,0,0.120985,0.94345,0.94866,0.98278,0.75516,0.019229,0.0080734,0,0.005545,0.005545,0.005545
92,0.021359,0.013613,0,0.120408,0.94148,0.96333,0.983,0.76057,0.018885,0.0081153,0,0.0054955,0.0054955,0.0054955
93,0.021249,0.01375,0,0.119995,0.92726,0.978,0.98184,0.75363,0.018942,0.0080334,0,0.005446,0.005446,0.005446
94,0.021335,0.013349,0,0.120024,0.91916,0.97295,0.97881,0.75457,0.019064,0.0079733,0,0.0053965,0.0053965,0.0053965
95,0.021493,0.013441,0,0.120906,0.93564,0.95355,0.97525,0.75152,0.018975,0.008245,0,0.005347,0.005347,0.005347
96,0.021386,0.013672,0,0.120602,0.93012,0.9763,0.97915,0.7575,0.018581,0.0080926,0,0.0052975,0.0052975,0.0052975
97,0.021229,0.013122,0,0.119267,0.91956,0.96577,0.976,0.74326,0.019272,0.0084608,0,0.005248,0.005248,0.005248
98,0.020982,0.013103,0,0.118013,0.94253,0.96242,0.9807,0.75036,0.019426,0.0083088,0,0.0051985,0.0051985,0.0051985
99,0.020723,0.012966,0,0.116581,0.94467,0.96019,0.97961,0.75451,0.019371,0.008266,0,0.005149,0.005149,0.005149
100,0.021,0.01341,0,0.11841,0.92077,0.97311,0.97671,0.75211,0.019253,0.0082736,0,0.0050995,0.0050995,0.0050995
101,0.020626,0.013049,0,0.116179,0.93352,0.96138,0.97678,0.75349,0.019074,0.0082057,0,0.00505,0.00505,0.00505
102,0.020499,0.012933,0,0.115428,0.93421,0.95599,0.97651,0.75786,0.018571,0.0079541,0,0.0050005,0.0050005,0.0050005
103,0.020478,0.013186,0,0.115576,0.93682,0.97877,0.97819,0.75183,0.019259,0.0082921,0,0.004951,0.004951,0.004951
104,0.02079,0.013023,0,0.116973,0.91467,0.96971,0.9728,0.75259,0.018774,0.0081721,0,0.0049015,0.0049015,0.0049015
105,0.020605,0.012866,0,0.115891,0.94437,0.96088,0.98084,0.76388,0.018704,0.008199,0,0.004852,0.004852,0.004852
106,0.020462,0.012606,0,0.114916,0.95778,0.94293,0.9788,0.76053,0.018828,0.008032,0,0.0048025,0.0048025,0.0048025
107,0.020317,0.012555,0,0.11414,0.91779,0.97066,0.98034,0.75079,0.018721,0.0082156,0,0.004753,0.004753,0.004753
108,0.020624,0.013327,0,0.116447,0.9261,0.97311,0.97977,0.75525,0.019044,0.0080874,0,0.0047035,0.0047035,0.0047035
109,0.020732,0.013027,0,0.116687,0.93849,0.94621,0.97964,0.76039,0.018624,0.0084022,0,0.004654,0.004654,0.004654
110,0.020368,0.01255,0,0.11439,0.91761,0.98032,0.97874,0.75541,0.018754,0.0082163,0,0.0046045,0.0046045,0.0046045
111,0.02036,0.012898,0,0.114698,0.92425,0.97311,0.98019,0.75821,0.018766,0.0082528,0,0.004555,0.004555,0.004555
112,0.020142,0.012657,0,0.113367,0.93012,0.97311,0.98001,0.75965,0.018732,0.0081566,0,0.0045055,0.0045055,0.0045055
113,0.020049,0.012616,0,0.112861,0.93978,0.95599,0.98011,0.76445,0.018703,0.0080405,0,0.004456,0.004456,0.004456
114,0.019969,0.012546,0,0.112391,0.93305,0.96822,0.98078,0.75981,0.01866,0.0082484,0,0.0044065,0.0044065,0.0044065
115,0.019837,0.012591,0,0.111776,0.91941,0.97622,0.98085,0.75737,0.018739,0.0081774,0,0.004357,0.004357,0.004357
116,0.01986,0.012693,0,0.111993,0.94034,0.96341,0.97882,0.75958,0.018336,0.0080078,0,0.0043075,0.0043075,0.0043075
117,0.019665,0.012461,0,0.110786,0.94629,0.96577,0.98321,0.76601,0.01833,0.0079337,0,0.004258,0.004258,0.004258
118,0.019858,0.012657,0,0.111947,0.9253,0.9691,0.98272,0.76852,0.018394,0.0079664,0,0.0042085,0.0042085,0.0042085
119,0.01957,0.012484,0,0.110334,0.94502,0.96662,0.98287,0.76751,0.01849,0.0078775,0,0.004159,0.004159,0.004159
120,0.019832,0.01265,0,0.11181,0.92431,0.98532,0.97739,0.76216,0.018409,0.00806,0,0.0041095,0.0041095,0.0041095
121,0.019645,0.012631,0,0.110856,0.93551,0.95769,0.97943,0.76753,0.018564,0.0082553,0,0.00406,0.00406,0.00406
122,0.019791,0.012654,0,0.111609,0.94142,0.94866,0.98126,0.77236,0.01815,0.0080078,0,0.0040105,0.0040105,0.0040105
123,0.019658,0.012177,0,0.110467,0.93417,0.97154,0.97984,0.76254,0.018196,0.0080239,0,0.003961,0.003961,0.003961
124,0.019314,0.012115,0,0.108685,0.94031,0.96284,0.97926,0.76696,0.018111,0.0078942,0,0.0039115,0.0039115,0.0039115
125,0.019403,0.012356,0,0.109371,0.94962,0.96774,0.98143,0.76914,0.017935,0.0076366,0,0.003862,0.003862,0.003862
126,0.019616,0.012259,0,0.110339,0.94166,0.95355,0.98073,0.76642,0.018129,0.0079168,0,0.0038125,0.0038125,0.0038125
127,0.019392,0.012676,0,0.109636,0.93626,0.96972,0.98081,0.761,0.018294,0.008063,0,0.003763,0.003763,0.003763
128,0.01952,0.012197,0,0.109797,0.94884,0.95355,0.98005,0.76886,0.017961,0.0079217,0,0.0037135,0.0037135,0.0037135
129,0.019231,0.012405,0,0.10856,0.94716,0.95355,0.98303,0.77194,0.018269,0.0080739,0,0.003664,0.003664,0.003664
130,0.019382,0.012312,0,0.109222,0.93066,0.96088,0.98372,0.76802,0.018237,0.0080522,0,0.0036145,0.0036145,0.0036145
131,0.019232,0.012283,0,0.108443,0.95943,0.94866,0.9831,0.77212,0.018076,0.0080381,0,0.003565,0.003565,0.003565
132,0.018784,0.012391,0,0.106311,0.93568,0.96088,0.97929,0.76879,0.018075,0.0081608,0,0.0035155,0.0035155,0.0035155
133,0.018613,0.012113,0,0.105178,0.94011,0.95599,0.97877,0.76924,0.017991,0.0080649,0,0.003466,0.003466,0.003466
134,0.019247,0.012108,0,0.108343,0.9445,0.957,0.97924,0.77411,0.017861,0.0080556,0,0.0034165,0.0034165,0.0034165
135,0.019126,0.012034,0,0.107664,0.93589,0.97555,0.98129,0.76788,0.018099,0.0079248,0,0.003367,0.003367,0.003367
136,0.018971,0.012149,0,0.107004,0.92965,0.96922,0.97744,0.76794,0.01813,0.0079435,0,0.0033175,0.0033175,0.0033175
137,0.018921,0.012231,0,0.106836,0.95142,0.95777,0.98255,0.77373,0.017767,0.0077766,0,0.003268,0.003268,0.003268
138,0.018662,0.012056,0,0.105366,0.93595,0.96577,0.98379,0.77666,0.017984,0.0078694,0,0.0032185,0.0032185,0.0032185
139,0.018507,0.011983,0,0.104518,0.94919,0.95355,0.98168,0.77001,0.018087,0.0080586,0,0.003169,0.003169,0.003169
140,0.018731,0.012015,0,0.10567,0.94243,0.96062,0.98025,0.77035,0.017961,0.0078914,0,0.0031195,0.0031195,0.0031195
141,0.018857,0.01193,0,0.106215,0.94145,0.96333,0.98139,0.77125,0.018218,0.0079601,0,0.00307,0.00307,0.00307
142,0.018613,0.011659,0,0.104724,0.9423,0.95823,0.98107,0.77204,0.01833,0.0079991,0,0.0030205,0.0030205,0.0030205
143,0.018999,0.012172,0,0.107167,0.9405,0.9662,0.98137,0.77481,0.018093,0.0078141,0,0.002971,0.002971,0.002971
144,0.018629,0.012065,0,0.10521,0.95189,0.96758,0.98333,0.77591,0.018027,0.0077455,0,0.0029215,0.0029215,0.0029215
145,0.01867,0.011828,0,0.105178,0.94247,0.96131,0.98351,0.77506,0.018156,0.00783,0,0.002872,0.002872,0.002872
146,0.018442,0.011933,0,0.104143,0.94464,0.9596,0.98278,0.7757,0.01808,0.0079384,0,0.0028225,0.0028225,0.0028225
147,0.018701,0.011665,0,0.10517,0.93095,0.97066,0.98286,0.77206,0.01798,0.0080509,0,0.002773,0.002773,0.002773
148,0.018384,0.011662,0,0.103582,0.94478,0.96214,0.98306,0.77079,0.018117,0.0080769,0,0.0027235,0.0027235,0.0027235
149,0.018495,0.011836,0,0.104311,0.93678,0.97817,0.98216,0.77594,0.01807,0.0078368,0,0.002674,0.002674,0.002674
150,0.01851,0.011832,0,0.104382,0.92931,0.978,0.98105,0.77154,0.017899,0.0079222,0,0.0026245,0.0026245,0.0026245
151,0.018389,0.011807,0,0.103752,0.9382,0.96503,0.98176,0.77113,0.017857,0.007892,0,0.002575,0.002575,0.002575
152,0.018064,0.011631,0,0.101951,0.94692,0.95964,0.98344,0.77411,0.017706,0.0078675,0,0.0025255,0.0025255,0.0025255
153,0.018352,0.011747,0,0.103507,0.94084,0.96333,0.98124,0.77338,0.017867,0.0080908,0,0.002476,0.002476,0.002476
154,0.018252,0.011625,0,0.102885,0.94301,0.97101,0.98311,0.77966,0.017736,0.0079183,0,0.0024265,0.0024265,0.0024265
155,0.018101,0.011828,0,0.102333,0.92854,0.97555,0.9827,0.77463,0.017832,0.0079396,0,0.002377,0.002377,0.002377
156,0.018045,0.011438,0,0.101663,0.93842,0.96871,0.98234,0.77796,0.0181,0.0080171,0,0.0023275,0.0023275,0.0023275
157,0.018022,0.011636,0,0.101746,0.94093,0.97374,0.98307,0.76997,0.017971,0.0079907,0,0.002278,0.002278,0.002278
158,0.017943,0.011559,0,0.101274,0.94071,0.978,0.98324,0.77652,0.017759,0.0077795,0,0.0022285,0.0022285,0.0022285
159,0.017999,0.011319,0,0.101314,0.94338,0.97775,0.98256,0.78143,0.017779,0.0077577,0,0.002179,0.002179,0.002179
160,0.017942,0.011513,0,0.101223,0.94664,0.9511,0.98044,0.77871,0.017671,0.0078953,0,0.0021295,0.0021295,0.0021295
161,0.017676,0.011341,0,0.099721,0.94268,0.96088,0.98174,0.77617,0.017693,0.0077971,0,0.00208,0.00208,0.00208
162,0.01788,0.011304,0,0.100704,0.93942,0.96822,0.98232,0.77593,0.017808,0.0079453,0,0.0020305,0.0020305,0.0020305
163,0.017965,0.011325,0,0.10115,0.95265,0.9511,0.98136,0.77302,0.017914,0.0081533,0,0.001981,0.001981,0.001981
164,0.017864,0.011245,0,0.100565,0.94183,0.96822,0.98206,0.77503,0.017886,0.0079846,0,0.0019315,0.0019315,0.0019315
165,0.017695,0.01146,0,0.099935,0.94901,0.96577,0.98231,0.77356,0.017984,0.0081238,0,0.001882,0.001882,0.001882
166,0.017812,0.01135,0,0.10041,0.93802,0.97066,0.98158,0.77688,0.017721,0.0079856,0,0.0018325,0.0018325,0.0018325
167,0.01751,0.011308,0,0.098858,0.94866,0.96577,0.98043,0.77527,0.017834,0.0080772,0,0.001783,0.001783,0.001783
168,0.01735,0.010982,0,0.097732,0.94831,0.96333,0.98078,0.7785,0.017637,0.0079277,0,0.0017335,0.0017335,0.0017335
169,0.017444,0.011049,0,0.098269,0.94959,0.96729,0.98103,0.78091,0.017727,0.0078464,0,0.001684,0.001684,0.001684
170,0.017359,0.011177,0,0.097972,0.94522,0.97032,0.98175,0.7798,0.01785,0.0079349,0,0.0016345,0.0016345,0.0016345
171,0.017353,0.01113,0,0.097895,0.93642,0.97221,0.98146,0.78175,0.017794,0.0078762,0,0.001585,0.001585,0.001585
172,0.017298,0.011025,0,0.097515,0.93183,0.98044,0.98023,0.77508,0.017818,0.0079655,0,0.0015355,0.0015355,0.0015355
173,0.017306,0.011168,0,0.097698,0.95094,0.95844,0.98003,0.77864,0.017769,0.0079917,0,0.001486,0.001486,0.001486
174,0.017054,0.010975,0,0.096245,0.94684,0.97311,0.98154,0.77891,0.017593,0.0078946,0,0.0014365,0.0014365,0.0014365
175,0.017313,0.011076,0,0.097641,0.94014,0.97311,0.9822,0.78094,0.017658,0.0079504,0,0.001387,0.001387,0.001387
176,0.017263,0.010915,0,0.09723,0.94314,0.96333,0.98168,0.78218,0.017694,0.0079387,0,0.0013375,0.0013375,0.0013375
177,0.017068,0.010968,0,0.096308,0.94391,0.96822,0.98309,0.78291,0.017664,0.0079587,0,0.001288,0.001288,0.001288
178,0.017371,0.011174,0,0.098029,0.94086,0.97235,0.98256,0.78285,0.017601,0.0078614,0,0.0012385,0.0012385,0.0012385
179,0.017057,0.01119,0,0.096475,0.93849,0.96577,0.98089,0.78235,0.017667,0.0080031,0,0.001189,0.001189,0.001189
180,0.016897,0.011005,0,0.09549,0.94938,0.96287,0.98069,0.77948,0.017654,0.0080417,0,0.0011395,0.0011395,0.0011395
181,0.016943,0.011151,0,0.095866,0.95094,0.96088,0.98127,0.77646,0.017688,0.0080094,0,0.00109,0.00109,0.00109
182,0.016973,0.010986,0,0.095851,0.94517,0.96946,0.98183,0.78109,0.017581,0.0079187,0,0.0010405,0.0010405,0.0010405
183,0.016878,0.010762,0,0.095152,0.94936,0.96333,0.9817,0.77973,0.017598,0.0079515,0,0.000991,0.000991,0.000991
184,0.01671,0.010968,0,0.094518,0.95133,0.96333,0.98112,0.78081,0.017652,0.0079507,0,0.0009415,0.0009415,0.0009415
185,0.016882,0.010987,0,0.095397,0.954,0.95844,0.98214,0.78277,0.017589,0.0079254,0,0.000892,0.000892,0.000892
186,0.017066,0.010824,0,0.096154,0.95381,0.95927,0.98239,0.7844,0.017592,0.007952,0,0.0008425,0.0008425,0.0008425
187,0.016517,0.010776,0,0.093361,0.94941,0.96348,0.98219,0.78244,0.017586,0.0079671,0,0.000793,0.000793,0.000793
188,0.016598,0.010815,0,0.093805,0.95382,0.95956,0.98148,0.78423,0.017441,0.0078713,0,0.0007435,0.0007435,0.0007435
189,0.016669,0.010977,0,0.094322,0.947,0.96106,0.98095,0.78107,0.017499,0.0078797,0,0.000694,0.000694,0.000694
190,0.016715,0.010612,0,0.094187,0.94926,0.96064,0.98199,0.78297,0.017518,0.0078715,0,0.0006445,0.0006445,0.0006445
191,0.016611,0.010528,0,0.093583,0.95303,0.96577,0.98222,0.78347,0.017468,0.0078518,0,0.000595,0.000595,0.000595
192,0.016312,0.010865,0,0.092425,0.95216,0.96088,0.9831,0.78351,0.017421,0.0078237,0,0.0005455,0.0005455,0.0005455
193,0.016755,0.010933,0,0.094708,0.95455,0.95844,0.98263,0.78287,0.017443,0.0078336,0,0.000496,0.000496,0.000496
194,0.016527,0.010625,0,0.09326,0.95574,0.96822,0.98162,0.78057,0.017574,0.0079264,0,0.0004465,0.0004465,0.0004465
195,0.016388,0.010641,0,0.092581,0.95264,0.96577,0.98143,0.78199,0.017608,0.0079765,0,0.000397,0.000397,0.000397
196,0.016553,0.010617,0,0.093382,0.9518,0.96566,0.98174,0.78225,0.017602,0.0079849,0,0.0003475,0.0003475,0.0003475
197,0.016611,0.010619,0,0.093674,0.9496,0.96333,0.98159,0.78222,0.0176,0.0079569,0,0.000298,0.000298,0.000298
198,0.01632,0.010757,0,0.092357,0.95037,0.96333,0.98134,0.78112,0.017595,0.0079511,0,0.0002485,0.0002485,0.0002485
199,0.016036,0.010453,0,0.090633,0.94992,0.95844,0.98091,0.7821,0.017653,0.007981,0,0.000199,0.000199,0.000199
