               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,      train/loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
182,0.95325,0.62394,1.4776,9.677745,0.94471,0.96078,0.98315,0.8096,0.95582,0.49508,1.7382,0.0010405,0.0010405,0.0010405
183,0.9322,0.5956,1.4554,9.4724,0.94821,0.9511,0.98309,0.81198,0.95975,0.50024,1.7398,0.000991,0.000991,0.000991
184,0.95584,0.62528,1.4753,9.69439,0.95272,0.95355,0.9833,0.81315,0.95653,0.50046,1.7371,0.0009415,0.0009415,0.0009415
185,0.93215,0.60664,1.4655,9.492695,0.94422,0.9511,0.9839,0.81536,0.96488,0.49535,1.7496,0.000892,0.000892,0.000892
186,0.94135,0.60694,1.4645,9.560345,0.93955,0.95844,0.98381,0.8168,0.96024,0.49423,1.7442,0.0008425,0.0008425,0.0008425
187,0.92987,0.59471,1.4498,9.44608,0.94493,0.96485,0.98418,0.81423,0.95382,0.49199,1.7399,0.000793,0.000793,0.000793
188,0.93636,0.5924,1.4461,9.48805,0.9472,0.95599,0.98288,0.81667,0.95464,0.49132,1.7445,0.0007435,0.0007435,0.0007435
189,0.93427,0.59547,1.4496,9.47916,0.9379,0.96017,0.98345,0.81719,0.95183,0.48104,1.7443,0.000694,0.000694,0.000694
190,0.92881,0.6041,1.4502,9.443425,0.92393,0.97992,0.98456,0.81947,0.94806,0.48782,1.74,0.0006445,0.0006445,0.0006445
191,0.9332,0.6056,1.4603,9.49225,0.93821,0.96517,0.98438,0.81752,0.94518,0.48831,1.7368,0.000595,0.000595,0.000595
192,0.94383,0.61253,1.4607,9.57604,0.94652,0.95206,0.98388,0.81669,0.94328,0.48887,1.7344,0.0005455,0.0005455,0.0005455
193,0.94125,0.59667,1.4543,9.53916,0.94613,0.95599,0.98388,0.81473,0.94427,0.4918,1.7336,0.000496,0.000496,0.000496
194,0.94892,0.60838,1.4603,9.61154,0.95111,0.95129,0.9826,0.81564,0.94627,0.49461,1.7362,0.0004465,0.0004465,0.0004465
195,0.91002,0.59348,1.4342,9.27319,0.946,0.95599,0.98318,0.81595,0.94488,0.49325,1.7328,0.000397,0.000397,0.000397
196,0.91821,0.59239,1.4384,9.34037,0.94682,0.95758,0.98387,0.8175,0.94083,0.48951,1.7279,0.0003475,0.0003475,0.0003475
197,0.92002,0.58896,1.4514,9.37173,0.94479,0.96229,0.98399,0.81897,0.93971,0.48786,1.728,0.000298,0.000298,0.000298
198,0.9121,0.58707,1.4412,9.296085,0.94791,0.96088,0.98446,0.81855,0.94189,0.48753,1.7285,0.0002485,0.0002485,0.0002485
199,0.90713,0.57804,1.4329,9.241845,0.9496,0.96747,0.9845,0.81937,0.94451,0.48653,1.7301,0.000199,0.000199,0.000199
