               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,      train/loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
182,1.1101,0.75295,1.588,11.084225,0.91288,0.9511,0.97929,0.80169,0.97648,0.53961,1.6972,0.0010405,0.0010405,0.0010405
183,1.0809,0.71872,1.5594,10.80521,0.90346,0.96099,0.98042,0.80155,0.97356,0.54064,1.6977,0.000991,0.000991,0.000991
184,1.1181,0.74868,1.5878,11.14179,0.92577,0.93888,0.98152,0.7997,0.97771,0.53922,1.7021,0.0009415,0.0009415,0.0009415
185,1.0939,0.73262,1.5775,10.93681,0.89251,0.97449,0.9808,0.79961,0.97953,0.54145,1.6998,0.000892,0.000892,0.000892
186,1.0932,0.73443,1.5723,10.924665,0.89495,0.96333,0.9795,0.80039,0.97988,0.53751,1.6986,0.0008425,0.0008425,0.0008425
187,1.0929,0.72369,1.5622,10.901895,0.89235,0.97066,0.98009,0.79848,0.98046,0.53751,1.7005,0.000793,0.000793,0.000793
188,1.0984,0.7288,1.5581,10.93955,0.89895,0.97876,0.98097,0.80216,0.97785,0.53178,1.7013,0.0007435,0.0007435,0.0007435
189,1.0952,0.72888,1.561,10.91994,0.89822,0.96822,0.97975,0.80232,0.97668,0.53126,1.6957,0.000694,0.000694,0.000694
190,1.0955,0.73925,1.5612,10.927675,0.90667,0.96333,0.97972,0.80355,0.98482,0.53503,1.7049,0.0006445,0.0006445,0.0006445
191,1.0983,0.73777,1.5737,10.966685,0.91311,0.96577,0.98038,0.80302,0.98307,0.53493,1.701,0.000595,0.000595,0.000595
192,1.1131,0.74807,1.5796,11.091685,0.90821,0.96765,0.98044,0.80275,0.97624,0.53519,1.6951,0.0005455,0.0005455,0.0005455
193,1.1043,0.73273,1.5653,10.996565,0.90222,0.96088,0.98026,0.80475,0.97889,0.53678,1.7003,0.000496,0.000496,0.000496
194,1.1095,0.73514,1.5698,11.04352,0.90778,0.96273,0.98046,0.80208,0.97581,0.54099,1.6975,0.0004465,0.0004465,0.0004465
195,1.0793,0.72469,1.5529,10.786445,0.90391,0.96333,0.98028,0.80286,0.9695,0.54129,1.6873,0.000397,0.000397,0.000397
196,1.0881,0.72278,1.5557,10.85569,0.90196,0.9672,0.98026,0.80622,0.97092,0.5364,1.6892,0.0003475,0.0003475,0.0003475
197,1.0823,0.72339,1.5665,10.828695,0.89835,0.97234,0.9805,0.80344,0.97572,0.53348,1.6972,0.000298,0.000298,0.000298
198,1.0788,0.71554,1.5542,10.78007,0.91957,0.94866,0.98065,0.80448,0.97574,0.53082,1.6985,0.0002485,0.0002485,0.0002485
199,1.0668,0.70614,1.5451,10.67172,0.92744,0.94377,0.98097,0.80353,0.97703,0.53079,1.7004,0.000199,0.000199,0.000199
